훈련과정 ID,회차,만족도(5점),대표값출처,수강인원,평가인원,평가참여율,추천인원,추천응답인원,전반적 만족도,경력개발지원,과제 및 피드백,교강사,프로젝트 학습,훈련과정 편성 및 운영,훈련과정 현장지향성,훈련환경 및 장비,개인성과,과정성과,훈련과정 실무연계성,평가 및 피드백
AIG20220000366692,6,3.9,전반적 만족도,22,19,86.4,18,19,3.9,3.5,4.0,4.5,4.0,3.9,3.9,3.9,3.43,3.7,4.3,
AIG20220000366697,5,4.4,전반적 만족도,15,15,100,14,15,4.4,4.2,4.4,4.6,4.5,4.5,4.6,4.5,4.37,4.4,4.2,
AIG20220000366697,6,4.5,전반적 만족도,23,21,91.3,20,21,4.5,4.4,4.4,4.6,4.5,4.4,4.4,4.5,4.3,4.4,3.6,
AIG20220000366697,7,4.4,전반적 만족도,20,19,95,19,19,4.4,4.2,4.6,4.7,4.4,4.4,4.4,4.3,4.5,4.4,4.3,
AIG20220000366697,8,3.9,전반적 만족도,14,14,100,12,14,3.9,4.1,3.9,4.4,4.2,4.0,4.0,4.3,4.07,3.9,3.9,
AIG20220000366700,6,4.6,전반적 만족도,30,28,93.3,28,28,4.6,4.6,4.6,4.9,4.5,4.6,4.6,4.6,4.47,4.4,4.3,
AIG20220000366700,7,4.7,전반적 만족도,30,28,93.3,28,28,4.7,4.4,4.5,4.7,4.5,4.5,4.6,4.7,4.47,4.6,5.0,
AIG20220000366700,8,4.5,전반적 만족도,30,25,83.3,23,25,4.5,4.7,4.4,4.7,4.4,4.5,4.3,4.7,4.47,4.1,,
AIG20220000366700,9,4.6,전반적 만족도,30,30,100,28,30,4.6,4.6,4.6,4.7,4.6,4.6,4.6,4.7,4.53,4.6,5.0,
AIG20220000366700,10,4.0,전반적 만족도,30,27,90,21,27,4.0,4.3,4.3,4.5,4.3,4.1,4.3,4.0,4.03,3.9,5.0,
AIG20220000366700,11,4.0,전반적 만족도,25,25,100,19,25,4.0,4.3,4.3,4.2,4.3,4.1,4.3,3.9,4.23,3.9,3.2,
AIG20220000366700,12,4.5,전반적 만족도,28,26,92.9,26,26,4.5,4.5,4.6,4.7,4.6,4.6,4.6,4.5,4.53,4.4,4.3,
AIG20220000366700,13,4.5,전반적 만족도,27,21,77.8,21,21,4.5,4.6,4.6,4.7,4.7,4.4,4.6,4.6,4.3,4.4,5.0,
AIG20220000366700,14,4.4,전반적 만족도,11,5,45.5,5,5,4.4,4.7,4.6,4.5,4.9,4.6,4.6,4.8,4.73,4.4,,
AIG20220000366700,15,3.6,전반적 만족도,12,10,83.3,7,10,3.6,3.8,3.9,4.0,4.0,3.7,3.7,3.9,3.37,3.5,4.6,
AIG20220000366703,4,4.8,전반적 만족도,25,12,48,12,12,4.8,4.4,4.6,4.8,4.6,4.6,4.7,4.3,4.37,4.4,5.0,
AIG20220000366703,5,4.4,전반적 만족도,18,11,61.1,10,11,4.4,4.4,4.5,4.7,4.5,4.4,4.3,4.5,4.0,4.2,,
AIG20220000366703,6,4.7,전반적 만족도,20,16,80,16,16,4.7,4.7,4.8,4.8,4.7,4.7,4.6,4.9,4.3,4.7,,
AIG20220000366707,2,4.0,전반적 만족도,15,8,53.3,7,8,4.0,4.3,4.2,4.2,4.3,4.1,3.9,4.2,3.87,3.9,,
AIG20220000366708,2,4.3,전반적 만족도,19,13,68.4,10,13,4.3,4.6,4.5,4.2,4.3,4.4,4.1,4.3,4.27,4.3,4.8,
AIG20220000366708,3,4.6,전반적 만족도,19,18,94.7,17,18,4.6,4.9,4.8,4.8,4.6,4.6,4.6,4.8,4.73,4.7,,
AIG20220000366708,4,4.0,전반적 만족도,15,9,60,8,9,4.0,4.1,4.2,4.3,4.3,4.3,4.0,4.1,3.8,4.0,5.0,
AIG20220000366720,6,4.5,전반적 만족도,140,112,80,104,112,4.5,4.6,4.5,4.6,4.7,4.4,4.6,4.5,4.47,3.8,4.6,
AIG20220000366720,7,3.8,전반적 만족도,140,107,76.4,68,107,3.8,3.9,4.0,3.9,4.2,3.8,4.1,3.9,3.87,3.0,4.1,
AIG20220000366721,6,4.2,전반적 만족도,135,112,83,95,112,4.2,4.3,4.3,4.3,4.4,4.2,4.3,4.2,4.23,3.6,4.2,
AIG20220000366721,7,3.9,전반적 만족도,139,110,79.1,76,110,3.9,4.0,4.0,4.1,4.2,3.9,4.1,4.0,3.87,3.2,3.9,
AIG20220000366722,3,3.4,전반적 만족도,26,21,80.8,13,21,3.4,3.0,3.6,3.6,3.5,3.6,3.5,3.6,3.43,3.4,3.6,
AIG20220000366724,3,4.9,전반적 만족도,15,11,73.3,11,11,4.9,4.8,4.9,4.9,4.9,4.9,4.9,4.9,4.63,4.8,5.0,
AIG20220000366725,3,3.5,전반적 만족도,13,12,92.3,9,12,3.5,4.1,3.4,3.2,3.3,3.5,3.6,4.1,3.77,3.3,2.9,
AIG20220000366725,4,4.1,전반적 만족도,20,19,95,12,19,4.1,4.4,4.3,4.2,4.1,4.3,4.1,4.2,4.2,3.9,4.6,
AIG20220000366725,5,3.8,전반적 만족도,12,8,66.7,8,8,3.8,4.4,3.6,3.0,3.6,3.7,4.0,4.3,3.67,3.7,,
AIG20220000366725,6,4.9,전반적 만족도,18,7,38.9,7,7,4.9,5.0,4.9,4.7,4.8,4.7,5.0,4.8,4.37,4.8,4.3,
AIG20220000366726,2,4.3,전반적 만족도,20,17,85,17,17,4.3,4.6,4.5,4.4,4.3,4.4,4.4,4.7,4.5,4.5,5.0,
AIG20220000366732,3,4.6,전반적 만족도,28,25,89.3,25,25,4.6,3.9,4.4,4.7,4.6,4.5,4.6,4.4,4.43,4.3,4.8,
AIG20220000366732,4,4.0,전반적 만족도,27,23,85.2,19,23,4.0,4.2,4.3,4.6,4.5,4.4,4.4,3.9,4.3,4.1,4.3,
AIG20220000366732,5,4.4,전반적 만족도,51,43,84.3,37,43,4.4,4.0,4.4,4.6,4.7,4.3,4.5,4.4,4.33,4.2,4.3,
AIG20220000366733,4,4.5,전반적 만족도,25,25,100,22,25,4.5,4.5,4.6,4.6,4.6,4.4,4.5,4.5,4.37,4.4,5.0,
AIG20220000366733,5,4.9,전반적 만족도,30,27,90,27,27,4.9,4.8,4.9,4.9,4.9,4.9,4.9,4.9,4.83,4.8,4.8,
AIG20220000366733,6,4.6,전반적 만족도,23,18,78.3,16,18,4.6,4.4,4.4,4.6,4.4,4.5,4.5,4.5,4.43,4.4,5.0,
AIG20220000366733,7,4.6,전반적 만족도,29,22,75.9,20,22,4.6,4.4,4.7,4.8,4.7,4.5,4.7,4.5,4.47,4.5,5.0,
AIG20220000366733,8,4.7,전반적 만족도,23,22,95.7,20,22,4.7,4.5,4.5,4.7,4.5,4.6,4.4,4.5,4.47,4.5,5.0,
AIG20220000366736,5,2.0,전반적 만족도,18,12,66.7,2,12,2.0,2.7,1.9,1.8,2.1,2.0,2.4,3.0,2.13,1.5,,
AIG20220000366736,6,4.4,전반적 만족도,17,11,64.7,8,11,4.4,4.4,4.6,4.7,4.6,4.4,4.5,4.5,4.3,4.4,,
AIG20220000366739,3,4.1,전반적 만족도,11,10,90.9,7,10,4.1,4.3,4.7,4.9,4.6,4.5,4.4,4.3,4.43,4.2,4.3,
AIG20220000366739,4,4.8,전반적 만족도,21,18,85.7,18,18,4.8,4.8,4.9,4.9,4.9,4.8,4.8,4.8,4.77,4.8,5.0,
AIG20220000366739,5,4.3,전반적 만족도,14,10,71.4,9,10,4.3,3.9,4.5,4.8,4.5,4.2,4.2,3.9,3.97,4.2,,
AIG20220000366739,6,4.6,전반적 만족도,14,12,85.7,12,12,4.6,4.3,4.7,4.8,4.8,4.7,4.6,4.3,4.5,4.6,,
AIG20220000366739,7,5.0,전반적 만족도,7,7,100,7,7,5.0,4.9,4.8,5.0,4.9,4.9,4.9,4.9,4.6,5.0,,
AIG20220000366743,4,4.4,전반적 만족도,16,13,81.3,11,13,4.4,4.2,4.5,4.6,4.4,4.4,4.2,4.4,4.17,3.9,5.0,
AIG20220000366743,5,4.2,전반적 만족도,21,15,71.4,12,15,4.2,4.0,4.1,4.2,4.3,4.2,4.2,4.1,3.9,3.8,,
AIG20220000366743,6,4.6,전반적 만족도,11,8,72.7,8,8,4.6,4.5,4.8,4.9,4.8,4.8,4.6,4.7,4.47,4.6,4.3,
AIG20220000366743,7,3.8,전반적 만족도,16,12,75,10,12,3.8,3.6,4.0,4.0,3.9,4.0,4.0,3.8,3.87,3.8,,
AIG20220000366743,8,4.6,전반적 만족도,21,15,71.4,15,15,4.6,4.0,4.7,4.4,4.5,4.4,4.7,4.3,4.43,4.5,5.0,
AIG20220000366743,9,4.5,전반적 만족도,20,15,75,13,15,4.5,4.5,4.7,4.8,4.8,4.7,4.6,4.5,4.3,4.2,5.0,
AIG20220000366748,6,3.9,전반적 만족도,25,23,92,15,23,3.9,4.0,3.8,3.9,3.9,3.9,4.1,3.6,4.03,3.8,,
AIG20220000366748,7,4.6,전반적 만족도,18,16,88.9,15,16,4.6,4.5,4.7,4.7,4.6,4.6,4.7,4.4,4.67,4.8,3.6,
AIG20220000366748,8,4.2,전반적 만족도,20,20,100,18,20,4.2,4.0,4.2,4.3,4.3,4.2,4.0,4.3,4.23,4.1,4.3,
AIG20220000366748,9,4.6,전반적 만족도,13,12,92.3,11,12,4.6,4.5,4.6,4.8,4.7,4.7,4.4,4.5,4.33,4.3,5.0,
AIG20220000366748,10,4.6,전반적 만족도,17,14,82.4,14,14,4.6,4.9,4.8,4.9,4.8,4.7,4.5,4.8,4.63,4.7,4.5,
AIG20220000366748,11,4.6,전반적 만족도,15,13,86.7,13,13,4.6,4.8,4.8,4.8,4.7,4.5,4.6,4.7,4.3,4.6,,
AIG20220000366748,12,4.8,전반적 만족도,13,13,100,13,13,4.8,4.8,4.9,4.9,4.8,4.8,4.9,4.9,4.53,4.8,,
AIG20220000366748,13,4.5,전반적 만족도,17,16,94.1,16,16,4.5,4.7,4.7,4.8,4.8,4.6,4.5,4.8,4.53,4.7,4.5,
AIG20220000366748,14,4.4,전반적 만족도,11,10,90.9,10,10,4.4,4.4,4.6,4.8,4.8,4.7,4.6,4.8,4.07,4.6,5.0,
AIG20220000366748,15,4.9,전반적 만족도,16,14,87.5,14,14,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.7,4.6,4.8,5.0,
AIG20220000366748,16,4.8,전반적 만족도,19,16,84.2,16,16,4.8,5.0,4.9,4.9,4.9,4.8,4.8,4.9,4.87,4.9,5.0,
AIG20220000366754,2,5.0,전반적 만족도,38,37,97.4,37,37,5.0,4.8,4.9,4.9,4.9,4.9,5.0,4.9,4.8,4.9,5.0,
AIG20220000366754,3,4.9,전반적 만족도,32,29,90.6,29,29,4.9,4.7,4.8,4.8,4.8,4.8,4.9,4.9,4.7,4.8,4.8,
AIG20220000366757,1,3.4,전반적 만족도,7,7,100,6,7,3.4,3.1,3.5,3.6,3.6,3.4,3.7,3.3,3.77,3.1,2.1,
AIG20220000366759,1,4.0,전반적 만족도,15,8,53.3,7,8,4.0,3.8,4.2,4.2,4.1,4.1,4.1,4.1,4.13,4.2,,
AIG20220000366761,2,4.2,전반적 만족도,20,18,90,16,18,4.2,4.2,4.3,4.2,4.4,4.2,4.3,4.0,4.2,4.1,4.3,
AIG20220000366761,3,4.7,전반적 만족도,14,10,71.4,9,10,4.7,4.8,4.8,4.8,4.7,4.7,4.5,4.8,4.63,4.7,5.0,
AIG20220000366761,4,5.0,전반적 만족도,13,8,61.5,8,8,5.0,4.8,5.0,5.0,5.0,5.0,4.6,4.8,5.0,5.0,,
AIG20220000366767,3,4.9,전반적 만족도,20,15,75,15,15,4.9,4.8,4.9,4.9,4.9,4.8,4.9,4.8,4.83,4.9,,
AIG20220000366767,4,4.7,전반적 만족도,19,18,94.7,18,18,4.7,4.8,4.8,4.7,4.8,4.7,4.5,4.7,4.5,4.5,5.0,
AIG20220000366768,2,5.0,전반적 만족도,8,2,25,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
AIG20220000366771,2,4.2,전반적 만족도,16,12,75,11,12,4.2,3.9,4.8,4.8,4.8,4.6,3.9,4.6,3.83,3.9,4.8,
AIG20220000366772,4,4.9,전반적 만족도,26,20,76.9,20,20,4.9,4.7,4.8,4.9,4.8,4.7,4.8,4.7,4.67,4.8,,
AIG20220000366772,5,4.9,전반적 만족도,13,11,84.6,11,11,4.9,4.9,5.0,5.0,4.8,4.9,4.9,4.9,4.9,4.9,,
AIG20220000366772,6,4.9,전반적 만족도,12,10,83.3,10,10,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.83,4.9,,
AIG20220000366772,7,4.5,전반적 만족도,13,7,53.8,6,7,4.5,4.4,4.8,4.7,4.6,4.8,4.7,4.8,4.23,4.2,,
AIG20220000366774,3,4.9,전반적 만족도,25,23,92,23,23,4.9,4.8,4.9,4.9,4.9,4.8,4.8,4.9,4.8,4.9,,
AIG20220000366774,4,4.9,전반적 만족도,20,19,95,19,19,4.9,4.8,4.9,5.0,4.9,4.8,4.9,4.8,4.8,4.9,,
AIG20220000366777,2,4.8,전반적 만족도,24,21,87.5,21,21,4.8,4.8,4.9,4.9,4.9,4.9,4.9,4.9,4.7,4.9,5.0,
AIG20220000366777,3,4.6,전반적 만족도,22,18,81.8,16,18,4.6,4.6,4.6,4.7,4.6,4.5,4.6,4.7,4.27,4.3,,
AIG20220000366785,4,4.3,전반적 만족도,27,26,96.3,24,26,4.3,4.4,4.3,4.5,4.5,4.3,4.4,4.6,4.33,4.4,3.2,
AIG20220000366785,5,4.5,전반적 만족도,26,25,96.2,23,25,4.5,4.5,4.5,4.5,4.7,4.4,4.4,4.7,4.43,4.4,5.0,
AIG20220000366785,6,4.3,전반적 만족도,28,23,82.1,23,23,4.3,4.5,4.2,4.5,4.5,4.3,4.4,4.5,4.2,4.3,,
AIG20220000366785,7,4.5,전반적 만족도,24,23,95.8,22,23,4.5,4.2,4.1,4.5,4.4,4.4,4.4,4.4,4.2,4.5,2.9,
AIG20220000366785,8,4.6,전반적 만족도,22,22,100,22,22,4.6,4.3,4.7,4.9,4.7,4.6,4.5,4.7,4.5,4.5,4.6,
AIG20220000366785,9,4.1,전반적 만족도,25,22,88,19,22,4.1,4.3,4.3,4.4,4.4,4.1,4.2,4.5,4.1,4.2,,
AIG20220000366785,10,4.2,전반적 만족도,24,19,79.2,16,19,4.2,4.4,4.3,4.5,4.6,4.3,4.4,4.7,4.53,4.2,4.1,
AIG20220000366785,11,4.8,전반적 만족도,19,13,68.4,13,13,4.8,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.77,4.8,,
AIG20220000366785,12,4.8,전반적 만족도,28,27,96.4,27,27,4.8,4.6,4.7,4.8,4.7,4.7,4.6,4.7,4.53,4.7,5.0,
AIG20220000366785,13,4.4,전반적 만족도,27,27,100,27,27,4.4,4.3,4.4,4.3,4.4,4.2,4.3,4.7,4.2,4.3,2.9,
AIG20220000366785,14,4.7,전반적 만족도,27,24,88.9,23,24,4.7,4.7,4.7,4.8,4.8,4.7,4.7,4.7,4.73,4.7,5.0,
AIG20220000366785,15,4.7,전반적 만족도,26,21,80.8,21,21,4.7,4.8,4.6,4.8,4.7,4.5,4.7,4.7,4.57,4.7,,
AIG20220000366785,16,4.1,전반적 만족도,27,24,88.9,23,24,4.1,4.4,4.0,4.0,4.3,4.0,4.0,4.6,4.27,4.0,,
AIG20220000366785,17,3.8,전반적 만족도,25,18,72,18,18,3.8,3.7,3.9,4.0,4.2,3.9,4.0,4.0,3.7,3.9,3.6,
AIG20220000366785,18,4.1,전반적 만족도,27,25,92.6,24,25,4.1,4.1,4.1,4.3,4.2,4.0,4.1,4.5,3.93,4.1,,
AIG20220000366785,19,4.0,전반적 만족도,14,10,71.4,8,10,4.0,4.5,4.0,4.0,4.0,4.1,4.3,4.8,4.13,3.8,,
AIG20220000366785,20,4.8,전반적 만족도,27,18,66.7,18,18,4.8,4.6,4.9,5.0,4.9,4.8,4.8,4.9,4.63,4.8,,
AIG20220000366785,21,4.4,전반적 만족도,17,14,82.4,13,14,4.4,4.2,4.2,4.5,4.3,4.4,4.5,4.4,4.2,4.2,2.9,
AIG20220000366785,22,4.1,전반적 만족도,17,15,88.2,14,15,4.1,4.0,4.0,4.0,4.2,4.1,4.0,4.4,4.03,4.1,5.0,
AIG20220000366785,23,4.9,전반적 만족도,11,8,72.7,8,8,4.9,5.0,5.0,5.0,5.0,4.9,5.0,5.0,4.9,5.0,5.0,
AIG20220000366785,24,4.9,전반적 만족도,14,13,92.9,13,13,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.8,4.9,5.0,
AIG20220000366787,4,4.7,전반적 만족도,20,14,70,14,14,4.7,4.6,4.8,4.9,4.8,4.8,4.7,4.5,4.4,4.4,5.0,
AIG20220000366787,5,4.5,전반적 만족도,30,24,80,23,24,4.5,4.3,4.4,4.6,4.5,4.6,4.6,4.6,4.37,4.4,,
AIG20220000366787,6,4.1,전반적 만족도,27,19,70.4,16,19,4.1,3.9,4.3,4.5,4.1,4.0,3.8,3.8,4.03,3.7,,
AIG20220000366787,7,3.9,전반적 만족도,30,26,86.7,21,26,3.9,3.9,4.1,4.3,4.1,4.1,3.9,4.0,3.93,3.8,3.9,
AIG20220000366787,8,4.8,전반적 만족도,26,24,92.3,24,24,4.8,4.9,4.8,4.9,4.8,4.8,4.8,4.7,4.8,4.9,5.0,
AIG20220000366787,9,4.7,전반적 만족도,17,13,76.5,13,13,4.7,4.5,4.6,4.8,4.7,4.5,4.6,4.5,4.3,4.6,,
AIG20220000366787,10,4.8,전반적 만족도,18,14,77.8,14,14,4.8,4.9,4.8,4.9,4.9,4.8,4.9,4.9,4.77,4.8,,
AIG20220000366787,11,4.7,전반적 만족도,22,19,86.4,19,19,4.7,4.6,4.7,4.8,4.7,4.6,4.5,4.5,4.57,4.7,,
AIG20220000366787,12,4.7,전반적 만족도,17,12,70.6,11,12,4.7,4.6,4.9,4.9,4.9,4.8,4.8,4.6,4.87,4.8,,
AIG20220000366787,13,4.6,전반적 만족도,10,7,70,7,7,4.6,4.5,4.7,4.8,4.8,4.6,4.4,4.5,4.37,4.5,,
AIG20220000366787,14,4.7,전반적 만족도,13,10,76.9,10,10,4.7,4.6,4.8,4.9,4.9,4.8,4.9,4.7,4.6,4.8,,
AIG20220000366787,15,4.6,전반적 만족도,18,13,72.2,13,13,4.6,4.5,4.6,4.6,4.6,4.5,4.3,4.3,4.23,4.5,5.0,
AIG20220000366787,16,3.6,전반적 만족도,21,21,100,14,21,3.6,3.8,3.8,3.6,3.8,3.7,3.9,3.8,3.93,3.5,4.3,
AIG20220000366787,17,4.5,전반적 만족도,20,14,70,13,14,4.5,4.1,4.7,4.8,4.7,4.4,4.5,4.4,4.43,4.6,,
AIG20220000366787,18,4.8,전반적 만족도,21,19,90.5,18,19,4.8,4.7,4.8,4.8,4.7,4.7,4.8,4.7,4.63,4.7,,
AIG20220000366789,13,4.8,전반적 만족도,25,24,96,22,24,4.8,4.5,4.6,4.8,4.7,4.7,4.8,4.6,4.57,4.7,4.3,
AIG20220000366789,14,4.5,전반적 만족도,25,23,92,23,23,4.5,4.3,4.5,4.6,4.5,4.4,4.5,4.3,4.37,4.5,,
AIG20220000366789,15,4.8,전반적 만족도,25,23,92,23,23,4.8,4.7,4.7,4.9,4.7,4.8,4.8,4.7,4.7,4.8,5.0,
AIG20220000366789,16,4.6,전반적 만족도,24,21,87.5,21,21,4.6,4.4,4.3,4.4,4.3,4.4,4.6,4.5,4.4,4.5,5.0,
AIG20220000366789,17,4.8,전반적 만족도,25,23,92,22,23,4.8,4.7,4.7,4.9,4.8,4.7,4.8,4.6,4.63,4.6,,
AIG20220000366789,18,4.9,전반적 만족도,25,25,100,25,25,4.9,4.8,4.8,4.9,4.8,4.8,4.9,4.8,4.83,4.9,,
AIG20220000366789,19,4.6,전반적 만족도,20,18,90,17,18,4.6,4.3,4.6,4.6,4.6,4.4,4.7,3.6,4.3,4.6,4.3,
AIG20220000366789,20,4.4,전반적 만족도,25,24,96,22,24,4.4,4.3,4.3,4.4,4.4,4.3,4.3,4.0,4.3,4.5,5.0,
AIG20220000366789,21,4.4,전반적 만족도,25,22,88,21,22,4.4,4.3,4.3,4.3,4.3,4.3,4.4,4.2,4.33,4.4,,
AIG20220000366789,22,4.5,전반적 만족도,25,24,96,22,24,4.5,4.4,4.4,4.3,4.3,4.5,4.5,4.3,4.4,4.6,,
AIG20220000366789,23,4.5,전반적 만족도,25,24,96,24,24,4.5,4.6,4.4,4.7,4.6,4.6,4.5,4.6,4.47,4.7,5.0,
AIG20220000366789,24,4.7,전반적 만족도,25,23,92,22,23,4.7,4.4,4.5,4.8,4.6,4.4,4.5,4.5,4.37,4.7,5.0,
AIG20220000366789,25,4.6,전반적 만족도,25,24,96,24,24,4.6,4.6,4.5,4.6,4.5,4.6,4.7,4.7,4.53,4.6,,
AIG20220000366789,26,4.5,전반적 만족도,25,22,88,19,22,4.5,4.1,4.3,4.6,4.5,4.4,4.4,4.4,4.33,4.3,,
AIG20220000366789,27,3.8,전반적 만족도,25,21,84,18,21,3.8,3.8,3.6,3.1,3.6,3.8,3.9,3.9,3.63,3.8,3.6,
AIG20220000366789,28,4.3,전반적 만족도,25,22,88,22,22,4.3,4.1,4.2,4.3,4.2,4.2,4.4,4.0,4.27,4.3,,
AIG20220000366789,29,4.6,전반적 만족도,25,24,96,24,24,4.6,4.3,4.5,4.5,4.5,4.5,4.5,4.3,4.4,4.6,,
AIG20220000366789,30,4.5,전반적 만족도,25,22,88,22,22,4.5,4.4,4.5,4.7,4.6,4.5,4.6,4.3,4.47,4.6,,
AIG20220000366789,31,4.8,전반적 만족도,25,25,100,25,25,4.8,4.5,4.6,5.0,4.8,4.7,4.8,4.8,4.57,4.8,5.0,
AIG20220000366789,32,4.8,전반적 만족도,25,25,100,25,25,4.8,4.5,4.8,4.9,4.8,4.7,4.8,4.4,4.63,4.8,,
AIG20220000366789,33,4.3,전반적 만족도,25,20,80,17,20,4.3,3.8,4.3,4.8,4.5,4.4,4.5,3.7,4.1,4.3,5.0,
AIG20220000366789,34,4.5,전반적 만족도,25,25,100,25,25,4.5,4.1,4.4,4.8,4.6,4.4,4.6,4.2,4.27,4.4,,
AIG20220000366789,35,4.6,전반적 만족도,25,21,84,21,21,4.6,4.5,4.6,4.8,4.7,4.7,4.6,4.7,4.6,4.7,,
AIG20220000366789,36,4.5,전반적 만족도,25,21,84,18,21,4.5,4.3,4.5,4.6,4.6,4.5,4.5,4.5,4.23,4.5,5.0,
AIG20220000366789,37,4.5,전반적 만족도,25,24,96,23,24,4.5,4.7,4.5,4.6,4.7,4.6,4.6,4.6,4.57,4.7,,
AIG20220000366797,3,4.4,전반적 만족도,16,9,56.3,8,9,4.4,4.3,4.5,4.4,4.5,4.5,4.8,4.2,4.7,4.4,4.0,
AIG20220000366797,4,3.6,전반적 만족도,28,24,85.7,18,24,3.6,3.9,3.8,3.8,3.9,3.6,3.8,3.5,3.63,3.4,3.6,
AIG20220000366797,5,3.9,전반적 만족도,22,15,68.2,10,15,3.9,3.8,4.0,4.2,4.0,4.0,4.2,4.2,3.9,3.8,,
AIG20220000366797,6,4.7,전반적 만족도,13,10,76.9,10,10,4.7,4.8,4.7,4.6,4.8,4.6,4.7,4.5,4.2,4.6,,
AIG20220000366797,7,3.4,전반적 만족도,16,5,31.3,1,5,3.4,2.6,3.1,3.2,3.6,3.0,3.9,4.1,3.37,2.6,,
AIG20220000366797,8,2.9,전반적 만족도,13,11,84.6,9,11,2.9,3.2,3.1,3.1,2.9,3.2,3.3,2.9,3.5,2.9,2.9,
AIG20220000366797,9,3.8,전반적 만족도,13,4,30.8,4,4,3.8,3.4,3.4,3.5,3.6,3.8,3.4,3.4,3.4,3.4,,
AIG20220000366799,4,4.0,전반적 만족도,54,50,92.6,38,50,4.0,4.0,4.1,4.2,4.2,4.2,4.0,4.1,4.13,3.9,4.1,
AIG20220000366799,5,4.4,전반적 만족도,53,42,79.2,38,42,4.4,4.4,4.6,4.5,4.6,4.4,4.5,4.4,4.5,4.2,4.4,
AIG20220000366799,6,4.5,전반적 만족도,49,43,87.8,41,43,4.5,4.5,4.7,4.7,4.7,4.6,4.7,4.6,4.6,4.5,4.0,
AIG20220000366799,7,4.6,전반적 만족도,49,46,93.9,45,46,4.6,4.5,4.8,4.8,4.8,4.6,4.7,4.6,4.73,4.7,,
AIG20220000366799,8,4.5,전반적 만족도,43,35,81.4,32,35,4.5,4.6,4.7,4.7,4.7,4.5,4.6,4.4,4.57,4.2,4.5,
AIG20220000366799,9,4.4,전반적 만족도,52,43,82.7,39,43,4.4,4.2,4.6,4.6,4.7,4.5,4.5,4.5,4.33,4.2,4.3,
AIG20220000366799,10,4.7,전반적 만족도,50,42,84,41,42,4.7,4.5,4.7,4.7,4.8,4.6,4.7,4.5,4.63,4.7,4.9,
AIG20220000366799,11,4.6,전반적 만족도,46,37,80.4,37,37,4.6,4.5,4.7,4.7,4.7,4.6,4.7,4.7,4.57,4.7,4.5,
AIG20220000366799,12,4.7,전반적 만족도,55,46,83.6,44,46,4.7,4.5,4.8,4.8,4.8,4.7,4.8,4.6,4.73,4.6,4.6,
AIG20220000366799,13,4.6,전반적 만족도,54,40,74.1,38,40,4.6,4.3,4.6,4.7,4.7,4.5,4.6,4.4,4.47,4.5,5.0,
AIG20220000366799,14,4.7,전반적 만족도,54,47,87,45,47,4.7,4.5,4.7,4.8,4.8,4.7,4.7,4.7,4.63,4.8,4.9,
AIG20220000366799,15,4.4,전반적 만족도,47,39,83,34,39,4.4,4.1,4.5,4.5,4.5,4.3,4.5,4.3,4.27,4.4,4.5,
AIG20220000366801,3,3.9,전반적 만족도,15,10,66.7,8,10,3.9,3.8,3.5,4.2,3.8,3.8,3.9,3.6,3.6,3.6,,
AIG20220000366803,2,4.8,전반적 만족도,26,23,88.5,23,23,4.8,4.6,4.6,4.9,4.7,4.8,4.6,4.7,4.6,4.9,5.0,
AIG20220000366803,3,4.8,전반적 만족도,10,9,90,9,9,4.8,4.8,4.8,4.9,4.8,4.8,4.7,4.8,4.67,4.7,,
AIG20220000366804,3,4.5,전반적 만족도,12,12,100,11,12,4.5,4.8,4.7,4.8,4.8,4.8,4.8,4.8,4.7,4.6,3.9,
AIG20220000366804,4,4.0,전반적 만족도,13,11,84.6,8,11,4.0,4.0,4.2,3.9,4.1,4.0,4.3,4.0,4.37,3.8,4.3,
AIG20220000366804,5,4.8,전반적 만족도,24,17,70.8,16,17,4.8,5.0,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,,
AIG20220000366806,5,3.6,전반적 만족도,33,18,54.5,15,18,3.6,3.5,3.9,4.3,3.7,3.8,3.7,3.8,3.77,3.5,2.5,
AIG20220000366806,6,3.9,전반적 만족도,15,11,73.3,10,11,3.9,4.0,4.0,4.3,4.0,3.9,3.8,4.0,3.9,3.9,5.0,
AIG20220000366806,7,4.3,전반적 만족도,15,3,20,2,3,4.3,3.8,4.3,4.2,4.0,4.3,4.3,4.4,3.57,3.3,,
AIG20220000366806,8,3.4,전반적 만족도,20,18,90,13,18,3.4,3.7,3.7,3.9,3.9,3.6,3.4,3.8,3.57,3.5,4.0,
AIG20220000366809,2,4.8,전반적 만족도,19,15,78.9,14,15,4.8,4.8,4.8,4.8,4.9,4.8,5.0,4.8,4.77,4.7,3.6,
AIG20220000366809,3,4.6,전반적 만족도,16,14,87.5,14,14,4.6,4.4,4.7,4.8,4.7,4.6,4.6,4.4,4.2,4.4,,
AIG20220000366809,4,5.0,전반적 만족도,13,6,46.2,6,6,5.0,4.9,4.8,4.7,4.6,4.7,5.0,4.8,4.7,4.8,,
