훈련과정 ID,회차,만족도(5점),대표값출처,수강인원,평가인원,평가참여율,추천인원,추천응답인원,전반적 만족도,경력개발지원,과제 및 피드백,교강사,프로젝트 학습,훈련과정 편성 및 운영,훈련과정 현장지향성,훈련환경 및 장비,개인성과,과정성과,훈련과정 실무연계성,평가 및 피드백
AIG20230000412852,3,4.3,전반적 만족도,22,19,86.4,19,19,4.3,4.0,4.5,4.7,4.4,4.3,4.4,4.2,4.07,4.2,5.0,
AIG20230000412852,4,4.8,전반적 만족도,27,22,81.5,22,22,4.8,4.6,4.8,4.8,4.8,4.8,4.8,4.5,4.57,4.6,5.0,
AIG20230000412852,5,4.9,전반적 만족도,24,19,79.2,19,19,4.9,4.8,4.9,4.9,4.9,4.8,4.9,4.7,4.77,4.7,5.0,
AIG20230000412852,6,4.8,전반적 만족도,25,21,84,21,21,4.8,4.8,4.8,4.9,4.9,4.8,4.8,4.8,4.8,4.9,5.0,
AIG20230000412852,7,4.7,전반적 만족도,23,17,73.9,17,17,4.7,4.5,4.7,4.7,4.6,4.5,4.7,4.5,4.5,4.7,,
AIG20230000412852,8,3.7,전반적 만족도,19,14,73.7,11,14,3.7,3.7,3.9,4.2,4.0,3.9,3.8,3.8,3.8,3.6,4.3,
AIG20230000412852,9,3.9,전반적 만족도,16,12,75,8,12,3.9,4.0,4.1,4.1,4.0,4.0,4.3,3.8,3.83,3.8,3.2,
AIG20230000412856,1,4.8,전반적 만족도,15,12,80,11,12,4.8,4.8,4.7,4.8,4.6,4.7,4.7,4.5,4.53,4.8,,
AIG20230000412856,2,4.1,전반적 만족도,29,25,86.2,25,25,4.1,3.9,4.0,4.4,4.3,4.0,4.0,4.2,3.87,4.1,3.9,
AIG20230000412856,3,4.0,전반적 만족도,16,15,93.8,12,15,4.0,4.3,3.7,3.9,3.9,3.8,3.9,4.0,3.87,3.8,5.0,
AIG20230000412856,4,4.7,전반적 만족도,10,9,90,9,9,4.7,3.7,4.1,4.8,4.1,4.4,4.6,3.6,4.23,4.3,5.0,
AIG20230000412857,1,4.9,전반적 만족도,18,12,66.7,12,12,4.9,4.8,4.9,4.9,4.9,4.8,4.9,4.8,4.8,4.8,4.5,
AIG20230000412857,2,4.8,전반적 만족도,22,17,77.3,17,17,4.8,4.8,4.9,4.9,4.9,4.9,5.0,4.9,4.83,4.7,3.9,
AIG20230000412857,3,4.6,전반적 만족도,24,23,95.8,23,23,4.6,4.7,4.4,4.7,4.6,4.5,4.6,4.6,4.37,4.7,5.0,
AIG20230000412857,4,4.8,전반적 만족도,28,23,82.1,23,23,4.8,4.6,4.7,4.8,4.7,4.7,4.7,4.7,4.73,4.8,4.8,
AIG20230000412857,5,4.7,전반적 만족도,20,13,65,13,13,4.7,4.8,4.6,4.8,4.7,4.7,4.7,4.8,4.63,4.8,,
AIG20230000412857,6,4.9,전반적 만족도,30,20,66.7,20,20,4.9,4.8,4.8,4.9,4.9,4.8,4.9,4.9,4.77,4.9,5.0,
AIG20230000412857,7,4.9,전반적 만족도,22,22,100,22,22,4.9,4.8,4.8,4.9,4.7,4.8,4.9,4.7,4.63,4.8,,
AIG20230000412857,8,4.5,전반적 만족도,29,27,93.1,26,27,4.5,4.4,4.4,4.6,4.4,4.4,4.6,4.5,4.47,4.5,,
AIG20230000412857,9,4.7,전반적 만족도,21,19,90.5,19,19,4.7,4.8,4.7,4.8,4.8,4.6,4.7,4.8,4.43,4.6,4.6,
AIG20230000412857,10,4.7,전반적 만족도,30,28,93.3,28,28,4.7,4.7,4.8,4.8,4.8,4.7,4.8,4.7,4.6,4.8,,
AIG20230000412857,11,4.7,전반적 만족도,26,21,80.8,20,21,4.7,4.7,4.7,4.8,4.7,4.6,4.8,4.6,4.67,4.8,5.0,
AIG20230000412857,12,4.8,전반적 만족도,19,19,100,19,19,4.8,4.8,4.8,4.8,4.8,4.7,4.8,4.8,4.63,4.8,5.0,
AIG20230000412857,13,4.0,전반적 만족도,11,9,81.8,9,9,4.0,4.3,4.2,4.2,4.2,4.0,4.4,4.4,4.4,4.4,4.3,
AIG20230000412857,14,4.8,전반적 만족도,26,21,80.8,21,21,4.8,4.7,4.7,4.8,4.7,4.8,4.8,4.8,4.37,4.7,5.0,
AIG20230000412863,1,4.6,전반적 만족도,9,9,100,9,9,4.6,4.6,4.6,4.8,4.6,4.6,4.7,4.6,4.27,4.7,3.6,
AIG20230000412863,2,3.6,전반적 만족도,20,12,60,11,12,3.6,3.7,3.8,3.5,3.8,3.7,3.5,4.0,3.9,3.5,,
AIG20230000412863,3,4.0,전반적 만족도,19,17,89.5,17,17,4.0,4.2,4.0,3.9,3.8,4.1,3.9,4.2,3.77,3.9,,
AIG20230000412863,4,4.6,전반적 만족도,17,16,94.1,16,16,4.6,4.5,4.8,4.6,4.8,4.5,4.5,4.5,4.6,4.7,4.3,
AIG20230000412863,5,4.8,전반적 만족도,15,9,60,9,9,4.8,4.9,4.8,5.0,5.0,4.8,4.7,4.9,4.47,4.8,,
AIG20230000412866,1,4.9,전반적 만족도,16,15,93.8,15,15,4.9,4.8,4.8,4.9,4.8,4.8,4.8,4.7,4.77,4.8,4.3,
AIG20230000412866,2,4.6,전반적 만족도,19,18,94.7,16,18,4.6,4.6,4.7,4.8,4.7,4.6,4.5,4.3,4.33,4.2,4.3,
AIG20230000412866,3,4.1,전반적 만족도,15,13,86.7,11,13,4.1,4.4,4.4,4.2,4.3,3.9,4.2,4.0,3.9,4.0,4.3,
AIG20230000412866,4,4.7,전반적 만족도,15,15,100,15,15,4.7,4.4,4.7,4.8,4.8,4.7,4.6,4.3,4.37,4.5,5.0,
AIG20230000412866,5,3.5,전반적 만족도,12,8,66.7,7,8,3.5,3.4,3.7,4.1,3.8,3.8,3.7,3.7,3.53,3.3,,
AIG20230000412866,6,5.0,전반적 만족도,19,15,78.9,15,15,5.0,4.8,5.0,5.0,5.0,5.0,5.0,4.9,4.8,5.0,,
AIG20230000412866,7,4.4,전반적 만족도,23,20,87,20,20,4.4,4.0,4.4,4.6,4.4,4.4,4.5,4.1,4.33,4.4,,
AIG20230000412866,8,4.8,전반적 만족도,17,13,76.5,13,13,4.8,4.7,4.8,4.9,4.8,4.8,4.8,4.8,4.7,4.7,4.3,
AIG20230000412866,9,4.8,전반적 만족도,5,3,60,3,3,4.8,4.8,4.3,5.0,5.0,4.8,5.0,5.0,5.0,4.8,,
AIG20230000412866,10,4.7,전반적 만족도,13,12,92.3,12,12,4.7,4.7,4.6,4.8,4.6,4.6,4.7,4.6,4.6,4.6,,
AIG20230000412866,11,4.9,전반적 만족도,10,8,80,8,8,4.9,4.6,4.9,4.9,4.9,4.9,5.0,4.7,4.93,5.0,4.6,
AIG20230000412866,12,4.8,전반적 만족도,13,9,69.2,9,9,4.8,4.3,4.6,4.7,4.6,4.8,4.6,4.4,4.67,4.7,,
AIG20230000412868,1,4.6,전반적 만족도,12,9,75,9,9,4.6,4.7,4.6,4.7,4.6,4.6,4.7,4.7,4.47,4.6,,
AIG20230000412868,2,4.3,전반적 만족도,15,12,80,11,12,4.3,4.1,4.4,4.5,4.5,4.2,4.4,4.3,4.27,4.4,,
AIG20230000412868,3,4.6,전반적 만족도,22,20,90.9,20,20,4.6,4.5,4.3,4.7,4.3,4.5,4.7,4.2,4.67,4.5,4.4,
AIG20230000412868,4,5.0,전반적 만족도,11,3,27.3,3,3,5.0,5.0,4.9,4.8,4.9,4.9,5.0,4.9,4.53,5.0,,
AIG20230000412868,5,4.6,전반적 만족도,26,20,76.9,19,20,4.6,4.5,4.8,4.7,4.7,4.6,4.8,4.6,4.57,4.7,,
AIG20230000412868,6,4.5,전반적 만족도,28,25,89.3,24,25,4.5,4.2,4.6,4.6,4.6,4.5,4.6,4.3,4.47,4.5,4.3,
AIG20230000412868,7,4.5,전반적 만족도,17,12,70.6,12,12,4.5,4.6,4.5,4.8,4.6,4.5,4.6,4.4,4.4,4.3,,
AIG20230000412868,8,4.3,전반적 만족도,17,11,64.7,9,11,4.3,3.9,4.3,4.5,4.2,4.2,4.1,4.1,3.77,3.6,4.3,
AIG20230000412868,9,4.6,전반적 만족도,16,14,87.5,14,14,4.6,4.7,4.8,4.6,4.7,4.7,4.7,4.6,4.53,4.6,,
AIG20230000412868,10,4.8,전반적 만족도,19,14,73.7,14,14,4.8,4.7,4.7,4.8,4.8,4.8,4.8,4.6,4.73,4.7,4.3,
AIG20230000412871,1,3.6,전반적 만족도,25,17,68,14,17,3.6,3.8,3.7,3.7,3.8,3.6,3.6,4.0,3.67,3.7,4.6,
AIG20230000412871,2,3.5,전반적 만족도,19,12,63.2,7,12,3.5,3.3,3.4,3.3,3.4,3.5,3.5,3.6,3.13,3.0,,
AIG20230000412871,3,3.2,전반적 만족도,18,14,77.8,8,14,3.2,3.4,3.3,3.2,3.4,3.2,2.9,3.9,3.3,3.0,3.6,
AIG20230000412871,4,4.7,전반적 만족도,22,19,86.4,17,19,4.7,4.5,4.6,4.8,4.7,4.6,4.6,4.7,4.43,4.5,4.8,
AIG20230000412871,5,4.2,전반적 만족도,23,19,82.6,16,19,4.2,4.1,4.2,4.2,4.2,4.2,4.1,4.2,4.0,4.1,,
AIG20230000412875,1,4.2,전반적 만족도,45,18,40,16,18,4.2,4.0,4.4,4.6,4.6,4.0,4.6,4.3,3.87,4.2,4.5,
AIG20230000412875,2,4.4,전반적 만족도,40,17,42.5,14,17,4.4,4.1,4.1,4.4,4.3,4.2,4.5,4.3,4.07,4.1,,
AIG20230000412876,1,4.2,전반적 만족도,60,35,58.3,31,35,4.2,3.7,4.1,4.6,4.5,4.3,4.7,3.9,4.37,4.0,4.1,
AIG20230000412876,2,4.4,전반적 만족도,58,40,69,34,40,4.4,4.1,4.2,4.4,4.5,4.4,4.5,4.0,4.23,4.0,4.8,
AIG20230000412876,3,4.7,전반적 만족도,58,44,75.9,44,44,4.7,4.7,4.8,4.8,4.8,4.7,4.8,4.4,4.63,4.4,4.7,
AIG20230000412876,4,4.3,전반적 만족도,59,44,74.6,38,44,4.3,4.1,4.3,4.3,4.5,4.2,4.4,4.0,4.3,4.2,4.5,
AIG20230000412876,5,4.8,전반적 만족도,22,17,77.3,17,17,4.8,4.6,4.7,4.8,4.8,4.7,4.8,4.5,4.53,4.4,5.0,
AIG20230000412876,6,4.1,전반적 만족도,40,36,90,30,36,4.1,4.2,4.3,4.4,4.4,4.1,4.3,4.0,4.07,4.0,3.6,
AIG20230000412876,7,4.6,전반적 만족도,33,28,84.8,26,28,4.6,4.3,4.6,4.8,4.8,4.5,4.7,4.1,4.53,4.4,4.9,
AIG20230000412880,1,4.6,전반적 만족도,17,12,70.6,12,12,4.6,4.7,4.7,4.8,4.8,4.6,4.7,4.7,4.6,4.5,5.0,
AIG20230000412880,2,4.9,전반적 만족도,17,7,41.2,7,7,4.9,4.8,4.9,5.0,4.9,4.9,5.0,4.9,4.93,4.9,4.3,
AIG20230000412881,1,3.4,전반적 만족도,32,12,37.5,5,12,3.4,3.3,3.7,4.0,4.1,3.7,3.9,4.0,3.53,3.3,2.9,
AIG20230000412881,2,4.5,전반적 만족도,22,19,86.4,19,19,4.5,4.7,4.6,4.8,4.7,4.5,4.5,4.7,4.43,4.6,,
AIG20230000412881,3,3.9,전반적 만족도,30,22,73.3,18,22,3.9,3.7,3.9,3.9,4.2,3.9,4.1,3.9,3.73,4.0,,
AIG20230000412881,4,4.4,전반적 만족도,29,23,79.3,22,23,4.4,4.3,4.6,4.5,4.6,4.5,4.5,4.3,4.33,4.5,5.0,
AIG20230000412881,5,4.5,전반적 만족도,36,27,75,27,27,4.5,4.3,4.5,4.7,4.6,4.3,4.5,4.5,4.37,4.5,5.0,
AIG20230000412881,6,4.2,전반적 만족도,36,32,88.9,30,32,4.2,4.1,4.3,4.4,4.3,4.2,4.2,4.2,4.17,4.2,4.3,
AIG20230000412883,1,2.9,전반적 만족도,32,16,50,5,16,2.9,2.5,3.4,4.2,3.7,3.5,3.7,3.5,3.33,2.9,,
AIG20230000412883,2,4.5,전반적 만족도,32,29,90.6,27,29,4.5,4.6,4.4,4.7,4.6,4.5,4.5,4.5,4.5,4.5,4.5,
AIG20230000412883,3,4.2,전반적 만족도,36,31,86.1,30,31,4.2,4.1,4.4,4.5,4.5,4.2,4.4,4.3,4.2,4.4,4.3,
AIG20230000412883,4,4.2,전반적 만족도,34,29,85.3,28,29,4.2,4.2,4.3,4.6,4.5,4.4,4.3,4.3,4.2,4.3,4.3,
AIG20230000412883,5,4.2,전반적 만족도,36,34,94.4,30,34,4.2,4.2,4.2,4.5,4.4,4.3,4.4,4.2,4.13,4.2,3.9,
AIG20230000412883,6,4.8,전반적 만족도,36,23,63.9,23,23,4.8,4.8,4.8,4.9,4.8,4.8,4.8,4.8,4.67,4.7,5.0,
AIG20230000412885,1,4.4,전반적 만족도,28,19,67.9,18,19,4.4,4.6,4.4,4.8,4.7,4.4,4.6,4.6,4.33,4.5,,
AIG20230000412885,2,4.6,전반적 만족도,26,22,84.6,19,22,4.6,4.7,4.6,4.7,4.7,4.6,4.6,4.7,4.53,4.6,5.0,
AIG20230000412885,3,4.7,전반적 만족도,36,28,77.8,26,28,4.7,4.6,4.8,4.8,4.8,4.7,4.8,4.7,4.67,4.7,,
AIG20230000412885,4,4.9,전반적 만족도,36,33,91.7,33,33,4.9,4.7,4.9,4.9,4.9,4.9,4.8,4.8,4.77,4.8,5.0,
AIG20230000412885,5,4.4,전반적 만족도,30,27,90,26,27,4.4,4.6,4.6,4.5,4.6,4.5,4.6,4.5,4.5,4.5,4.6,
AIG20230000412885,6,4.7,전반적 만족도,30,25,83.3,25,25,4.7,4.5,4.7,4.7,4.8,4.7,4.8,4.6,4.57,4.6,3.6,
AIG20230000412892,1,4.3,전반적 만족도,26,26,100,25,26,4.3,4.1,4.0,4.3,4.2,4.1,4.5,4.6,4.43,4.5,4.3,
AIG20230000412892,2,4.7,전반적 만족도,30,28,93.3,27,28,4.7,4.5,4.5,4.7,4.7,4.6,4.8,4.7,4.57,4.7,5.0,
AIG20230000412892,3,4.9,전반적 만족도,30,28,93.3,28,28,4.9,4.5,4.8,4.9,4.9,4.8,4.8,4.8,4.73,4.8,,
AIG20230000412892,4,4.7,전반적 만족도,29,29,100,29,29,4.7,4.7,4.8,4.8,4.8,4.7,4.8,4.8,4.7,4.7,5.0,
AIG20230000412892,6,4.8,전반적 만족도,26,26,100,25,26,4.8,4.8,4.8,4.9,4.9,4.8,4.8,4.9,4.8,4.8,5.0,
AIG20230000412892,7,4.8,전반적 만족도,30,28,93.3,28,28,4.8,4.7,4.8,4.8,4.8,4.8,4.9,4.8,4.8,4.8,3.9,
AIG20230000412892,8,4.8,전반적 만족도,32,31,96.9,30,31,4.8,4.7,4.7,4.8,4.8,4.7,4.8,4.9,4.77,4.7,4.3,
AIG20230000412895,1,3.3,전반적 만족도,24,18,75,8,18,3.3,3.3,3.4,3.8,3.5,3.2,3.5,3.0,3.67,3.3,,
AIG20230000412895,2,4.1,전반적 만족도,24,22,91.7,18,22,4.1,3.8,3.6,4.3,4.1,3.8,3.9,3.8,3.6,4.1,3.6,
AIG20230000412895,3,3.1,전반적 만족도,24,20,83.3,11,20,3.1,2.6,3.1,3.8,3.2,2.9,3.3,3.3,2.9,3.0,,
AIG20230000412895,4,3.0,전반적 만족도,27,18,66.7,8,18,3.0,3.2,2.8,2.8,3.0,2.8,2.9,3.2,2.8,2.5,,
AIG20230000412895,5,3.8,전반적 만족도,24,18,75,15,18,3.8,3.3,4.0,4.5,4.2,3.4,3.7,3.3,3.47,3.6,,
AIG20230000412895,6,1.7,전반적 만족도,20,14,70,1,14,1.7,2.4,2.2,2.6,2.5,1.9,1.9,3.3,1.97,1.3,,
AIG20230000412895,7,3.6,전반적 만족도,19,15,78.9,10,15,3.6,4.1,4.0,4.0,3.9,3.5,4.1,3.8,3.4,3.4,3.2,
AIG20230000412895,8,3.8,전반적 만족도,18,17,94.4,13,17,3.8,3.9,3.5,4.2,3.9,3.5,3.9,3.8,3.87,3.7,,
AIG20230000412895,9,3.7,전반적 만족도,16,14,87.5,8,14,3.7,3.3,3.7,3.6,3.8,3.7,3.8,4.3,3.53,3.4,,
AIG20230000412895,10,4.4,전반적 만족도,11,9,81.8,8,9,4.4,4.6,4.6,4.6,4.7,4.6,4.7,4.6,4.13,4.6,5.0,
AIG20230000412895,11,4.4,전반적 만족도,17,16,94.1,15,16,4.4,4.6,4.6,4.7,4.6,4.4,4.4,4.4,4.1,4.4,,
AIG20230000412895,12,3.2,전반적 만족도,24,15,62.5,10,15,3.2,3.2,3.5,4.0,3.8,3.0,3.5,3.7,3.27,3.0,,
AIG20230000412895,13,4.6,전반적 만족도,22,19,86.4,19,19,4.6,4.6,4.6,4.8,4.7,4.3,4.7,4.8,4.5,4.5,5.0,
AIG20230000412895,14,4.8,전반적 만족도,15,11,73.3,11,11,4.8,4.7,4.6,4.9,4.6,4.7,4.6,4.8,4.4,4.7,5.0,
AIG20230000412895,15,4.5,전반적 만족도,15,10,66.7,10,10,4.5,3.9,4.5,4.6,4.5,4.3,4.5,4.1,4.03,4.4,4.3,
AIG20230000412897,1,4.2,전반적 만족도,22,18,81.8,18,18,4.2,4.1,4.4,4.6,4.3,4.0,4.7,4.4,4.47,4.0,3.4,
AIG20230000412897,2,4.5,전반적 만족도,22,17,77.3,14,17,4.5,4.2,4.4,4.5,4.5,4.4,4.7,4.4,4.47,4.2,,
AIG20230000412897,3,3.5,전반적 만족도,29,22,75.9,14,22,3.5,3.9,3.5,3.3,3.6,3.5,3.8,3.8,3.67,3.3,3.6,
AIG20230000412897,4,3.8,전반적 만족도,16,9,56.3,6,9,3.8,3.7,3.7,3.9,3.5,3.9,4.0,4.2,3.77,3.3,,
AIG20230000412897,5,4.5,전반적 만족도,24,20,83.3,19,20,4.5,4.0,4.1,4.7,4.3,4.1,4.4,4.1,4.0,4.1,4.3,
AIG20230000412897,6,4.1,전반적 만족도,27,22,81.5,18,22,4.1,3.9,4.1,4.2,4.1,4.1,4.0,3.8,3.87,3.7,5.0,
AIG20230000412897,7,4.7,전반적 만족도,27,22,81.5,22,22,4.7,4.3,4.7,4.8,4.6,4.7,4.6,4.5,4.67,4.7,3.9,
AIG20230000412897,8,4.4,전반적 만족도,29,26,89.7,26,26,4.4,4.5,4.6,4.8,4.7,4.6,4.5,4.4,4.53,4.5,4.5,
AIG20230000412897,9,3.0,전반적 만족도,27,20,74.1,12,20,3.0,3.0,2.9,3.0,3.0,3.0,3.1,3.6,3.03,2.7,5.0,
AIG20230000412897,10,4.2,전반적 만족도,29,27,93.1,26,27,4.2,4.1,4.0,4.0,4.0,4.0,4.2,3.9,4.13,4.0,3.8,
AIG20230000412897,11,4.5,전반적 만족도,29,25,86.2,24,25,4.5,4.4,4.5,4.5,4.5,4.4,4.5,4.4,4.5,4.3,4.5,
AIG20230000412897,12,3.9,전반적 만족도,28,22,78.6,17,22,3.9,3.9,4.0,4.3,4.2,4.1,4.0,3.8,3.9,4.0,4.3,
AIG20230000412897,13,3.1,전반적 만족도,30,23,76.7,9,23,3.1,3.4,3.1,3.2,3.4,3.0,3.4,3.2,3.27,3.0,2.1,
AIG20230000412897,14,4.0,전반적 만족도,23,21,91.3,18,21,4.0,4.0,4.3,4.6,4.3,4.1,4.3,4.1,4.2,4.4,3.9,
AIG20230000412897,16,3.9,전반적 만족도,17,16,94.1,11,16,3.9,2.9,3.7,4.1,3.9,3.8,4.1,3.7,3.7,3.6,2.9,
AIG20230000412897,17,3.3,전반적 만족도,19,17,89.5,9,17,3.3,3.2,3.6,3.8,3.7,3.9,3.4,3.7,3.8,3.5,4.3,
AIG20230000412904,1,5.0,전반적 만족도,24,20,83.3,20,20,5.0,5.0,5.0,5.0,4.9,5.0,4.9,4.9,5.0,5.0,,
AIG20230000412904,2,4.0,전반적 만족도,20,17,85,14,17,4.0,4.3,4.0,4.1,4.1,3.9,4.2,4.1,4.0,3.7,,
AIG20230000412904,3,4.1,전반적 만족도,27,20,74.1,16,20,4.1,3.5,4.3,4.6,4.0,4.3,4.2,3.8,3.93,4.0,3.9,
AIG20230000412904,5,4.6,전반적 만족도,27,24,88.9,23,24,4.6,4.6,4.7,4.8,4.7,4.7,4.6,4.5,4.7,4.6,,
AIG20230000455437,1,3.4,전반적 만족도,8,8,100,5,8,3.4,4.0,,4.2,,3.8,3.2,4.2,3.9,3.8,5.0,4.0
AIG20230000455437,2,4.6,전반적 만족도,9,6,66.7,6,6,4.6,4.6,,4.9,,4.7,4.6,4.6,4.6,4.6,,4.8
AIG20230000455460,1,4.8,전반적 만족도,18,17,94.4,17,17,4.8,5.0,,4.9,,4.8,4.8,4.9,4.77,4.7,,4.9
AIG20230000455460,2,4.8,전반적 만족도,18,16,88.9,16,16,4.8,5.0,,5.0,,4.9,4.9,4.8,4.9,4.8,,4.9
AIG20230000455460,3,4.8,전반적 만족도,16,15,93.8,15,15,4.8,5.0,,5.0,,4.9,5.0,5.0,4.9,5.0,,5.0
AIG20230000455460,4,4.6,전반적 만족도,24,17,70.8,17,17,4.6,4.9,,4.8,,4.8,4.6,4.9,4.83,4.8,5.0,4.8
AIG20230000455460,5,5.0,전반적 만족도,11,10,90.9,10,10,5.0,4.9,,5.0,,4.9,4.9,4.9,4.9,4.9,5.0,4.9
AIG20230000455460,6,5.0,전반적 만족도,25,19,76,19,19,5.0,5.0,,5.0,,5.0,5.0,5.0,4.93,5.0,5.0,5.0
AIG20230000455460,7,5.0,전반적 만족도,9,8,88.9,8,8,5.0,4.9,,5.0,,4.9,5.0,4.9,4.9,5.0,,5.0
AIG20230000455460,8,5.0,전반적 만족도,17,15,88.2,15,15,5.0,4.7,,4.9,,4.9,4.9,5.0,4.9,5.0,,5.0
AIG20230000455460,9,5.0,전반적 만족도,14,9,64.3,9,9,5.0,5.0,,5.0,,5.0,5.0,5.0,4.97,4.9,5.0,4.9
AIG20230000455460,10,4.8,전반적 만족도,16,13,81.3,13,13,4.8,4.7,,4.9,,4.7,4.8,4.4,4.73,4.8,,4.9
AIG20230000455498,1,3.4,전반적 만족도,16,9,56.3,7,9,3.4,3.9,,3.7,,3.4,4.0,4.4,3.67,3.9,2.9,3.7
AIG20230000455498,2,4.1,전반적 만족도,22,13,59.1,10,13,4.1,3.9,,4.3,,4.1,4.4,4.3,4.03,3.9,3.9,3.8
AIG20230000455498,3,4.5,전반적 만족도,23,20,87,19,20,4.5,4.4,,4.7,,4.4,4.4,4.6,4.33,4.5,5.0,4.6
AIG20230000455498,4,3.6,전반적 만족도,20,16,80,12,16,3.6,3.3,,3.6,,3.5,3.6,3.1,3.6,3.6,3.6,3.6
AIG20230000455507,1,4.5,전반적 만족도,12,11,91.7,11,11,4.5,4.6,,4.6,,4.5,4.5,4.6,4.47,4.5,,4.6
AIG20230000455507,2,4.4,전반적 만족도,21,21,100,20,21,4.4,4.4,,4.4,,4.3,4.3,4.5,4.33,4.4,5.0,4.4
AIG20230000455507,4,3.8,전반적 만족도,19,18,94.7,14,18,3.8,4.0,,4.1,,4.0,4.0,4.1,3.9,3.9,,4.0
AIG20230000455507,5,4.8,전반적 만족도,20,20,100,20,20,4.8,4.9,,4.9,,4.8,4.9,4.9,4.87,4.8,,4.8
AIG20230000455522,1,3.3,전반적 만족도,45,41,91.1,19,41,3.3,3.3,,3.6,,3.5,3.5,3.3,3.73,3.2,3.8,3.5
AIG20230000455522,2,4.8,전반적 만족도,31,27,87.1,26,27,4.8,4.7,,4.9,,4.8,4.7,4.5,4.87,4.7,5.0,4.8
AIG20230000455522,3,4.5,전반적 만족도,31,30,96.8,29,30,4.5,4.2,,4.6,,4.5,4.5,4.5,4.47,4.5,,4.5
AIG20230000455522,4,4.2,전반적 만족도,35,28,80,25,28,4.2,4.0,,4.6,,4.3,4.3,4.1,4.27,4.3,,4.3
AIG20230000455522,5,4.6,전반적 만족도,27,27,100,25,27,4.6,4.5,,4.8,,4.7,4.7,4.7,4.7,4.6,4.9,4.7
AIG20230000455523,1,2.6,전반적 만족도,21,17,81,4,17,2.6,2.7,,2.1,,2.3,2.5,3.2,3.2,1.8,5.0,2.6
AIG20230000455523,2,3.3,전반적 만족도,24,19,79.2,13,19,3.3,3.4,,2.8,,3.0,3.2,3.1,3.47,3.3,2.9,3.1
AIG20230000455523,3,4.2,전반적 만족도,28,25,89.3,24,25,4.2,4.1,,4.6,,4.3,4.3,4.1,4.17,4.1,3.8,4.3
AIG20230000455523,4,3.9,전반적 만족도,25,23,92,20,23,3.9,3.4,,4.5,,4.1,4.4,3.9,4.07,4.1,3.0,4.1
AIG20230000455523,5,4.6,전반적 만족도,35,32,91.4,31,32,4.6,4.5,,4.8,,4.6,4.6,4.6,4.63,4.7,4.8,4.6
AIG20230000455530,1,4.5,전반적 만족도,23,23,100,23,23,4.5,4.6,,4.9,,4.6,4.6,4.6,4.77,4.6,4.6,4.7
AIG20230000455530,2,4.7,전반적 만족도,30,29,96.7,29,29,4.7,4.5,,4.7,,4.6,4.6,4.4,4.63,4.7,,4.6
AIG20230000455530,3,3.9,전반적 만족도,23,20,87,18,20,3.9,3.9,,4.0,,4.0,3.9,4.1,4.0,3.9,,3.9
AIG20230000455530,4,4.4,전반적 만족도,18,16,88.9,16,16,4.4,4.4,,4.7,,4.5,4.5,4.6,4.37,4.5,4.3,4.6
AIG20230000455530,5,4.7,전반적 만족도,24,22,91.7,22,22,4.7,4.7,,4.7,,4.6,4.7,4.6,4.63,4.7,5.0,4.7
AIG20230000455540,1,3.9,전반적 만족도,20,10,50,10,10,3.9,4.3,,4.1,,4.2,4.1,4.7,4.27,4.2,,4.2
AIG20230000455548,1,4.8,전반적 만족도,11,9,81.8,8,9,4.8,4.8,,4.8,,4.8,4.8,4.6,4.67,4.8,,4.7
AIG20230000455548,2,2.9,전반적 만족도,7,5,71.4,3,5,2.9,2.9,,2.5,,2.4,2.9,2.9,2.8,3.0,,2.9
AIG20230000455548,3,4.2,전반적 만족도,19,9,47.4,8,9,4.2,4.0,,4.4,,4.3,4.2,3.7,4.37,4.1,,4.5
AIG20230000455548,5,2.6,전반적 만족도,16,5,31.3,1,5,2.6,3.0,,3.6,,3.1,3.1,2.2,2.17,2.3,,3.1
AIG20230000455548,6,3.9,전반적 만족도,12,6,50,6,6,3.9,3.5,,4.5,,4.1,4.2,3.6,3.67,3.2,,4.3
AIG20230000455548,7,3.9,전반적 만족도,9,5,55.6,3,5,3.9,3.7,,4.1,,3.9,3.3,3.7,3.73,3.6,3.6,4.1
AIG20230000455548,8,2.3,전반적 만족도,7,6,85.7,1,6,2.3,2.7,,4.8,,2.5,2.1,2.1,2.83,2.3,2.9,4.6
AIG20230000455548,10,1.9,전반적 만족도,26,8,30.8,1,8,1.9,2.2,,2.8,,2.3,2.4,2.3,2.3,1.9,,2.8
AIG20230000455554,1,4.6,전반적 만족도,16,8,50,7,8,4.6,4.6,4.6,4.6,4.7,4.7,4.9,4.6,4.63,4.6,4.3,
AIG20230000455554,2,4.6,전반적 만족도,19,17,89.5,17,17,4.6,4.7,4.8,4.8,4.7,4.6,4.7,4.6,4.6,4.7,,
AIG20230000455554,3,3.8,전반적 만족도,17,11,64.7,7,11,3.8,4.0,3.9,4.0,3.9,3.9,4.1,3.9,3.67,3.6,2.9,
AIG20230000455554,4,4.8,전반적 만족도,21,12,57.1,11,12,4.8,4.9,4.8,4.8,4.8,4.8,4.9,4.9,4.8,4.8,4.3,
AIG20230000455554,6,4.5,전반적 만족도,16,12,75,11,12,4.5,4.5,4.7,4.7,4.6,4.6,4.8,4.6,4.67,4.7,5.0,
AIG20230000455554,7,4.0,전반적 만족도,19,14,73.7,12,14,4.0,4.1,4.2,4.2,4.2,4.0,4.1,4.1,4.0,4.0,5.0,
