훈련과정 ID,회차
AIG20210000328922,5
AIG20230000412753,2
AIG20220000366785,13
AIG20220000412362,3
AIG20200000286562,8
AIG20210000314466,34
AIG20220000366871,4
AIG20230000412579,9
AIG20220000366679,5
AIG20220000366767,4
AIG20210000328860,19
AIG20230000412645,3
AIG20230000455594,1
AIG20230000412641,2
AIG20220000366893,11
AIG20230000412753,3
AIG20220000366697,8
AIG20230000455751,1
AIG20230000412849,2
AIG20230000455744,2
AIG20230000455602,2
AIG20230000412687,3
AIG20230000455611,1
AIG20230000455604,1
AIG20230000455741,2
AIG20220000409355,11
AIG20220000366896,14
AIG20200000286660,22
AIG20230000455758,1
AIG20210000328612,10
AIG20230000455728,1
AIG20230000455719,1
AIG20230000455722,1
AIG20220000409240,4
AIG20220000409426,2
AIG20220000366987,4
AIG20220000409199,4
AIG20220000366854,18
AIG20230000455720,2
AIG20210000328542,6
AIG20220000366789,23
AIG20230000455752,2
AIG20230000455717,1
AIG20230000455752,1
AIG20230000412803,2
AIG20230000455731,1
AIG20230000412817,2
AIG20230000455615,1
AIG20230000455752,4
AIG20220000366789,20
AIG20230000412586,4
AIG20220000366914,4
AIG20210000313652,12
AIG20220000412371,4
AIG20200000286683,7
AIG20220000409305,6
AIG20220000409297,3
AIG20230000455602,4
AIG20230000455752,3
AIG20220000366789,22
AIG20230000412857,5
AIG20230000455622,1
AIG20230000455734,1
AIG20220000366789,25
AIG20230000455781,1
AIG20220000409420,5
AIG20210000313610,6
AIG20230000455692,1
AIG20230000455718,2
AIG20220000366789,21
AIG20220000366789,24
AIG20210000328661,7
AIG20230000455591,1
AIG20210000314421,10
AIG20220000409277,4
AIG20230000455592,1
AIG20230000455704,1
AIG20210000329032,54
AIG20210000329032,58
AIG20210000329032,48
AIG20210000329032,50
AIG20230000455498,2
AIG20230000455675,1
AIG20200000286648,17
AIG20230000455766,1
AIG20230000412766,6
AIG20230000412744,2
AIG20230000412568,1
AIG20200000286525,13
AIG20220000409283,4
AIG20220000366909,5
AIG20230000455715,2
AIG20210000329032,52
AIG20210000329032,56
AIG20210000329032,46
AIG20210000329032,55
AIG20230000455598,1
AIG20230000455642,1
AIG20230000455640,2
AIG20200000286648,18
AIG20210000328873,17
AIG20230000455589,1
AIG20230000455791,1
AIG20230000455631,1
AIG20200000286610,4
AIG20220000366682,5
AIG20210000329032,47
AIG20210000329032,53
AIG20210000313622,5
AIG20230000455775,1
AIG20210000314414,3
AIG20230000412705,4
AIG20210000329032,51
AIG20210000329032,57
AIG20210000329032,59
AIG20210000329032,49
AIG20230000412897,7
AIG20230000412603,4
AIG20230000412770,5
AIG20210000328839,18
AIG20230000412740,2
AIG20230000455736,3
AIG20230000412662,4
AIG20220000366892,4
AIG20230000412579,10
AIG20230000412645,4
AIG20230000412871,2
AIG20230000412699,2
AIG20230000412667,3
AIG20230000455635,5
AIG20230000455658,1
AIG20230000455736,4
AIG20220000412364,5
AIG20230000412816,4
AIG20220000412370,13
AIG20220000412370,14
AIG20230000455637,1
AIG20230000412580,2
AIG20230000412591,2
AIG20230000412591,3
AIG20230000412580,3
AIG20220000409326,21
AIG20210000329033,99
AIG20210000329033,101
AIG20210000329033,103
AIG20210000329033,112
AIG20210000329033,114
AIG20210000329033,116
AIG20230000412800,2
AIG20220000409413,5
AIG20210000329033,102
AIG20210000329033,107
AIG20210000329033,109
AIG20210000329033,105
AIG20230000412765,4
AIG20210000329033,120
AIG20210000329033,98
AIG20210000329033,100
AIG20210000329033,104
AIG20210000329033,106
AIG20210000329033,115
AIG20210000329033,117
AIG20210000329033,111
AIG20210000329033,113
AIG20210000329033,118
AIG20210000329033,119
AIG20230000412610,2
AIG20220000412368,5
AIG20210000329033,97
AIG20210000329033,108
AIG20210000329033,110
AIG20220000409247,9
AIG20220000366817,8
AIG20230000412826,4
AIG20230000412712,4
AIG20220000409253,7
AIG20220000409265,5
AIG20230000455554,2
AIG20220000366858,5
AIG20220000409279,6
AIG20230000412615,2
AIG20230000412730,3
AIG20230000412579,8
AIG20230000455593,2
AIG20220000366785,14
AIG20230000455595,2
AIG20210000328549,6
AIG20220000409373,9
AIG20230000412799,2
AIG20210000328686,8
AIG20230000412897,8
AIG20220000366787,9
AIG20230000412587,2
AIG20230000455741,3
AIG20220000409295,5
AIG20220000409357,9
AIG20210000328805,12
AIG20230000455460,3
AIG20230000455557,1
AIG20220000409222,7
AIG20220000409252,4
AIG20230000412866,5
AIG20230000412601,2
AIG20230000455578,2
AIG20220000409445,7
AIG20230000412757,3
AIG20230000412819,3
AIG20230000412832,5
AIG20230000412670,7
AIG20230000412674,2
AIG20230000455696,2
AIG20230000455596,2
AIG20230000455530,3
AIG20210000328592,8
AIG20230000455731,2
AIG20220000409317,3
AIG20230000412578,5
AIG20210000328860,21
AIG20220000409355,12
AIG20220000409420,6
AIG20220000366700,12
AIG20230000412790,2
AIG20230000412581,3
AIG20230000412569,2
AIG20220000366843,9
AIG20230000412606,3
AIG20230000412750,5
AIG20230000412654,2
AIG20220000409326,22
AIG20220000409455,19
AIG20230000412795,5
AIG20230000412764,2
AIG20230000412766,7
AIG20230000412770,6
AIG20220000366913,8
AIG20230000412720,3
AIG20210000328759,6
AIG20230000412794,3
AIG20220000409215,6
AIG20220000409418,6
AIG20230000455604,2
AIG20220000409223,4
AIG20210000328802,8
AIG20220000409385,5
AIG20220000409368,2
AIG20230000412744,3
AIG20220000366743,7
AIG20230000412895,9
AIG20230000412664,3
AIG20220000366785,15
AIG20210000328610,7
AIG20230000455664,2
AIG20210000350106,6
AIG20230000412897,9
AIG20220000366754,3
AIG20230000412705,5
AIG20230000412731,2
AIG20220000366797,8
AIG20220000366853,7
AIG20220000366858,6
AIG20220000366854,19
AIG20230000412586,5
AIG20220000366725,5
AIG20210000328907,4
AIG20230000455746,2
AIG20220000366799,10
AIG20220000409408,3
AIG20230000412656,5
AIG20230000455653,3
AIG20210000329027,26
AIG20230000455694,1
AIG20230000412697,2
AIG20210000329027,25
AIG20230000455599,2
AIG20230000412852,3
AIG20220000366880,6
AIG20210000329027,27
AIG20210000328686,9
AIG20210000328971,16
AIG20210000328835,4
AIG20230000412713,2
AIG20230000412897,10
AIG20210000329030,64
AIG20210000329030,69
AIG20210000329030,54
AIG20210000329030,56
AIG20210000329030,67
AIG20210000329030,70
AIG20210000329030,58
AIG20210000329030,60
AIG20210000329030,53
AIG20210000329030,55
AIG20210000329030,66
AIG20210000329030,65
AIG20210000329030,68
AIG20210000329030,61
AIG20210000329030,63
AIG20210000329030,57
AIG20210000329030,71
AIG20220000409213,8
AIG20210000328853,7
AIG20230000412804,3
AIG20210000329030,59
AIG20210000329030,62
AIG20210000329030,52
AIG20220000412370,16
AIG20220000366893,12
AIG20220000412370,15
AIG20220000366682,6
AIG20220000409422,2
AIG20230000455619,1
AIG20230000412614,2
AIG20200000286696,5
AIG20230000455591,2
AIG20210000328860,22
AIG20220000409335,7
AIG20230000412742,3
AIG20230000412667,4
AIG20210000328550,7
AIG20230000412735,5
AIG20210000328553,6
AIG20230000455610,1
AIG20220000366785,16
AIG20210000365837,9
AIG20230000455748,2
AIG20220000409326,23
AIG20230000455642,2
AIG20230000412747,3
AIG20220000409398,4
AIG20210000328737,11
AIG20220000409265,6
AIG20220000366799,11
AIG20230000412866,6
AIG20230000412798,1
AIG20230000455576,2
AIG20230000412755,4
AIG20220000409304,4
AIG20220000409328,3
AIG20230000412847,3
AIG20230000455716,2
AIG20230000455698,1
AIG20220000409455,20
AIG20230000412595,2
AIG20220000412286,5
AIG20230000412578,6
AIG20220000409333,3
AIG20210000328550,8
AIG20210000328771,3
AIG20230000455609,2
AIG20230000455609,3
AIG20220000366827,6
AIG20230000412815,9
AIG20230000412679,2
AIG20230000455640,3
AIG20230000455766,2
AIG20220000409284,5
AIG20230000412816,5
AIG20220000366748,10
AIG20230000412586,6
AIG20220000409350,4
AIG20220000409413,6
AIG20220000409308,3
AIG20210000328549,7
AIG20220000412370,17
AIG20230000412571,4
AIG20220000366708,3
AIG20220000409240,5
AIG20230000412839,3
AIG20210000328565,11
AIG20210000328661,8
AIG20220000366838,7
AIG20230000412601,3
AIG20220000409326,24
AIG20230000412606,4
AIG20230000455753,2
AIG20220000409391,5
AIG20220000366748,11
AIG20220000366787,10
AIG20220000412366,5
AIG20230000412730,4
AIG20220000412366,6
AIG20220000366787,11
AIG20220000409402,5
AIG20230000412687,4
AIG20220000366679,6
AIG20230000412856,2
AIG20230000412897,11
AIG20220000409277,5
AIG20230000412736,3
AIG20230000455722,2
AIG20230000412840,2
AIG20210000328599,5
AIG20230000455581,2
AIG20220000412364,6
AIG20220000366785,17
AIG20220000412364,7
AIG20230000412678,3
AIG20210000328860,23
AIG20220000366743,8
AIG20230000455602,6
AIG20220000366700,13
AIG20230000455741,4
AIG20220000409238,3
AIG20220000409382,3
AIG20220000409199,5
AIG20230000455704,2
AIG20230000412670,8
AIG20230000412685,2
AIG20220000409207,5
AIG20230000455728,2
AIG20230000455720,3
AIG20220000366772,6
AIG20230000455718,3
AIG20230000412876,3
AIG20230000455588,2
AIG20230000412610,3
AIG20220000409343,5
AIG20230000412579,11
AIG20220000366816,5
AIG20220000409304,5
AIG20230000412645,5
AIG20230000412863,3
AIG20220000409252,5
AIG20230000455555,2
AIG20220000409408,4
AIG20220000366771,2
AIG20230000455646,2
AIG20230000412826,5
AIG20230000412581,4
AIG20220000409420,7
AIG20230000455665,1
AIG20230000412712,5
AIG20230000455585,2
AIG20230000455766,3
AIG20220000366896,15
AIG20220000409283,5
AIG20220000366858,7
AIG20220000409455,21
AIG20230000412839,4
AIG20230000455673,2
AIG20220000366854,20
AIG20230000412718,4
AIG20230000412750,6
AIG20230000412641,3
AIG20220000412368,6
AIG20220000366873,5
AIG20210000328686,10
AIG20230000412616,3
AIG20220000366733,7
AIG20230000455554,3
AIG20230000412866,7
AIG20230000412733,3
AIG20230000412622,2
AIG20230000412786,3
AIG20220000409247,10
AIG20220000409326,25
AIG20220000366725,6
AIG20230000412819,4
AIG20230000412797,3
AIG20230000455748,3
AIG20230000455530,4
AIG20220000409305,7
AIG20220000366787,12
AIG20230000412755,5
AIG20200000286683,8
AIG20220000409247,12
AIG20230000455687,2
AIG20230000455631,2
AIG20230000412794,4
AIG20230000455630,2
AIG20230000455747,2
AIG20230000412692,3
AIG20220000409220,3
AIG20220000412369,4
AIG20230000412578,7
AIG20230000412748,4
AIG20220000409415,5
AIG20210000328860,24
AIG20230000412748,5
AIG20220000409416,5
AIG20220000409417,5
AIG20230000455656,2
AIG20210000314413,10
AIG20220000409255,8
AIG20220000409215,7
AIG20230000455694,2
AIG20230000455602,5
AIG20230000412586,7
AIG20230000455655,2
AIG20230000412868,2
AIG20230000455781,2
AIG20230000455576,3
AIG20200000286592,19
AIG20220000409291,4
AIG20230000412857,6
AIG20220000412371,5
AIG20220000366785,18
AIG20210000328598,5
AIG20230000412740,3
AIG20220000409345,4
AIG20220000366809,4
AIG20220000409213,9
AIG20220000366853,8
AIG20230000455628,2
AIG20220000409355,13
AIG20230000455746,3
AIG20230000412656,6
AIG20220000409298,4
AIG20230000412895,10
AIG20210000328868,11
AIG20220000409437,8
AIG20230000412688,3
AIG20230000412750,7
AIG20220000366858,8
AIG20210000328865,11
AIG20230000455698,2
AIG20220000409279,7
AIG20220000366862,5
AIG20230000412832,6
AIG20210000328661,9
AIG20230000412897,12
AIG20220000409420,8
AIG20230000412571,5
AIG20220000366799,12
AIG20210000328971,17
AIG20230000455568,2
AIG20230000412849,3
AIG20220000366817,9
AIG20220000366733,8
AIG20230000455666,2
AIG20230000455635,6
AIG20230000412897,13
AIG20220000366692,5
AIG20230000412757,4
AIG20230000455593,3
AIG20230000412766,8
AIG20230000412662,5
AIG20230000455595,3
AIG20220000412363,5
AIG20230000412770,7
AIG20220000366880,7
AIG20220000409339,4
AIG20240000459022,3
AIG20240000459022,8
AIG20240000459022,10
AIG20230000412652,2
AIG20210000329027,29
AIG20240000459022,2
AIG20240000459022,7
AIG20220000409304,6
AIG20200000286689,18
AIG20230000455604,3
AIG20210000329027,30
AIG20240000459022,4
AIG20240000459022,9
AIG20210000329027,28
AIG20240000459022,1
AIG20240000459022,6
AIG20240000459022,5
AIG20230000455633,2
AIG20240000459187,1
AIG20240000459068,1
AIG20210000328992,14
AIG20230000455592,2
AIG20210000328802,9
AIG20220000409445,8
AIG20230000412795,6
AIG20230000412826,6
AIG20230000455573,3
AIG20230000412603,5
AIG20220000409222,8
AIG20230000455719,2
AIG20220000366682,7
AIG20230000455635,7
AIG20230000455743,2
AIG20200000286660,24
AIG20240000459360,1
AIG20230000455635,8
AIG20240000459308,1
AIG20230000412794,5
AIG20240000459068,2
AIG20210000328550,9
AIG20230000412816,6
AIG20220000366785,19
AIG20230000412586,8
AIG20240000459392,1
AIG20220000409355,14
AIG20240000459261,1
AIG20240000459207,1
AIG20230000412720,4
AIG20220000366703,6
AIG20240000459204,1
AIG20240000459046,1
AIG20240000459116,1
AIG20210000328926,6
AIG20230000455597,2
AIG20230000455615,2
AIG20220000366787,13
AIG20220000409333,4
AIG20220000366913,9
AIG20230000412866,8
AIG20230000412765,5
AIG20230000455611,2
AIG20230000455599,3
AIG20230000455766,4
AIG20230000455732,2
AIG20230000455758,2
AIG20230000412897,14
AIG20230000412654,3
AIG20220000366827,7
AIG20230000455460,4
AIG20240000459279,1
AIG20230000412578,8
AIG20230000412747,4
AIG20230000455653,5
AIG20230000412742,4
AIG20240000459415,1
AIG20230000412863,4
AIG20230000455653,4
AIG20220000366896,16
AIG20220000366761,4
AIG20210000328805,13
AIG20230000412852,4
AIG20220000366743,9
AIG20230000455751,2
AIG20220000412370,18
AIG20240000459217,1
AIG20230000412687,5
AIG20220000366797,9
AIG20220000412370,19
AIG20220000366893,13
AIG20230000412755,6
AIG20240000459259,1
AIG20230000412712,6
AIG20230000455692,2
AIG20230000455739,2
AIG20220000409343,6
AIG20240000459121,1
AIG20240000459097,1
AIG20220000409270,14
AIG20230000455759,2
AIG20210000328592,9
AIG20220000409455,22
AIG20230000455779,2
AIG20240000459066,1
AIG20220000409270,15
AIG20240000459163,1
AIG20220000366677,3
AIG20230000455715,3
AIG20230000455554,4
AIG20240000459164,1
AIG20230000412857,7
AIG20240000459164,2
AIG20210000328759,10
AIG20240000459091,1
AIG20240000459351,1
AIG20230000455609,4
AIG20240000459339,2
AIG20230000455736,5
AIG20240000459038,1
AIG20230000455783,2
AIG20240000459339,1
AIG20230000455687,3
AIG20240000459138,1
AIG20240000459335,1
AIG20240000459138,2
AIG20210000365837,10
AIG20240000459138,3
AIG20210000328738,5
AIG20230000455623,2
AIG20240000459062,1
AIG20220000366817,10
AIG20240000459166,1
AIG20240000459019,1
AIG20230000455722,3
AIG20220000409391,6
AIG20230000412750,8
AIG20220000366785,20
AIG20240000459427,1
AIG20230000455498,3
AIG20210000328939,3
AIG20240000459118,1
AIG20240000459183,1
AIG20240000459308,2
AIG20230000455753,3
AIG20230000412600,3
AIG20230000455507,2
AIG20240000459441,1
AIG20230000455560,2
AIG20240000459140,1
AIG20240000459185,1
AIG20240000459058,1
AIG20230000412656,7
AIG20240000459269,1
AIG20230000455717,2
AIG20240000459034,1
AIG20240000459283,1
AIG20240000459054,1
AIG20240000459051,1
AIG20240000459053,1
AIG20220000366777,3
AIG20230000455573,5
AIG20240000459143,1
AIG20240000459302,1
AIG20240000459201,1
AIG20230000455635,9
AIG20230000455575,2
AIG20240000459304,1
AIG20220000409213,10
AIG20230000455718,4
AIG20240000459095,1
AIG20230000455601,2
AIG20230000455720,4
AIG20240000458997,1
AIG20230000455784,20
AIG20240000459313,1
AIG20210000328860,25
AIG20230000455784,21
AIG20240000459397,1
AIG20230000412847,4
AIG20230000455704,3
AIG20220000412362,4
AIG20240000459210,1
AIG20240000458996,1
AIG20220000409326,26
AIG20230000412579,13
AIG20240000459292,1
AIG20220000412361,4
AIG20240000459426,1
AIG20210000350106,7
AIG20240000459286,1
AIG20240000459012,1
AIG20220000409255,9
AIG20230000412892,3
AIG20230000412830,3
AIG20230000455784,18
AIG20220000366925,10
AIG20230000455784,19
AIG20220000412360,4
AIG20240000459227,1
AIG20210000328610,8
AIG20230000455784,17
AIG20220000366925,9
AIG20240000459142,1
AIG20230000455784,15
AIG20230000455784,16
AIG20230000455581,3
AIG20230000455656,3
AIG20230000412579,12
AIG20230000455754,2
AIG20240000459434,2
AIG20240000459369,1
AIG20240000459132,1
AIG20240000459434,1
AIG20200000286660,25
AIG20240000459009,1
AIG20230000455687,4
AIG20220000366774,4
AIG20240000459402,1
AIG20240000459099,1
AIG20220000366748,12
AIG20240000459039,1
AIG20210000328922,6
AIG20220000366799,13
AIG20230000412697,3
AIG20240000459036,1
AIG20230000412664,4
AIG20230000455522,2
AIG20230000412603,6
AIG20220000366692,6
AIG20200000286683,9
AIG20240000459130,1
AIG20240000459174,1
AIG20230000412736,4
AIG20230000412753,4
AIG20220000366789,26
AIG20220000366789,30
AIG20210000328737,12
AIG20220000366915,3
AIG20240000459242,1
AIG20210000329032,75
AIG20210000329032,60
AIG20210000329032,63
AIG20210000329032,66
AIG20210000329032,69
AIG20210000329032,72
AIG20240000459108,1
AIG20220000366789,29
AIG20230000455640,4
AIG20240000459389,1
AIG20230000412803,3
AIG20220000412364,9
AIG20230000455731,3
AIG20240000459124,1
AIG20240000459123,1
AIG20220000366789,27
AIG20240000459085,1
AIG20220000412286,6
AIG20220000366873,6
AIG20240000459195,1
AIG20210000329032,76
AIG20210000329032,61
AIG20210000329032,64
AIG20210000329032,67
AIG20210000329032,70
AIG20210000329032,73
AIG20220000409284,6
AIG20220000412364,8
AIG20220000366789,31
AIG20220000409222,9
AIG20230000455548,2
AIG20210000329032,77
AIG20210000329032,62
AIG20210000329032,65
AIG20210000329032,68
AIG20210000329032,71
AIG20210000329032,74
AIG20220000366806,8
AIG20220000366789,28
AIG20240000459040,1
AIG20240000459038,2
AIG20230000412586,9
AIG20230000412616,4
AIG20220000409437,9
AIG20230000412832,7
AIG20220000412370,21
AIG20240000459293,1
AIG20220000412370,20
AIG20230000455589,2
AIG20230000455661,2
AIG20230000412856,3
AIG20220000409240,6
AIG20240000459335,2
AIG20230000455530,5
AIG20220000409430,2
AIG20210000328565,12
AIG20230000412740,4
AIG20240000459422,4
AIG20240000459422,6
AIG20230000412883,3
AIG20230000455587,1
AIG20220000366854,21
AIG20230000412713,3
AIG20230000455646,3
AIG20230000455714,2
AIG20240000459422,3
AIG20240000459422,5
AIG20240000459068,3
AIG20220000366834,2
AIG20230000455744,3
AIG20230000455615,3
AIG20230000412770,8
AIG20240000459174,2
AIG20230000455635,10
AIG20240000459422,7
AIG20240000459360,2
AIG20230000412641,4
AIG20230000412885,3
AIG20230000455590,1
AIG20230000412766,9
AIG20220000409224,2
AIG20240000459422,2
AIG20240000459306,1
AIG20240000459422,1
AIG20230000412881,3
AIG20220000366914,5
AIG20240000459268,1
AIG20240000459336,1
AIG20220000409445,9
AIG20230000412795,7
AIG20240000459272,1
AIG20230000455615,4
AIG20220000409420,9
AIG20230000455736,6
AIG20230000455630,3
AIG20230000412607,3
AIG20230000455602,7
AIG20240000459278,1
AIG20210000329033,122
AIG20210000329033,125
AIG20210000329033,133
AIG20230000412871,3
AIG20240000459254,2
AIG20230000412568,2
AIG20210000329033,136
AIG20240000459352,1
AIG20240000459391,1
AIG20240000459233,1
AIG20210000329033,121
AIG20210000329033,123
AIG20210000329033,127
AIG20210000329033,131
AIG20210000329033,130
AIG20240000459254,1
AIG20210000329033,138
AIG20210000329033,135
AIG20210000329033,142
AIG20210000328592,10
AIG20240000459390,2
AIG20240000459391,2
AIG20230000455598,2
AIG20210000328870,7
AIG20220000409416,6
AIG20210000329033,132
AIG20210000329033,128
AIG20210000329033,134
AIG20210000329033,137
AIG20210000329033,139
AIG20210000329033,143
AIG20210000329033,141
AIG20210000329033,140
AIG20240000459292,2
AIG20240000459229,1
AIG20240000459390,1
AIG20220000409418,7
AIG20220000409417,6
AIG20210000329033,124
AIG20210000329033,126
AIG20230000412572,4
AIG20210000329033,129
AIG20230000412718,5
AIG20220000409385,6
AIG20240000459174,3
AIG20230000412712,7
AIG20230000412804,4
AIG20240000459046,2
AIG20230000455618,2
AIG20220000366918,10
AIG20240000459291,1
AIG20240000459310,1
AIG20240000459113,1
AIG20220000409421,10
AIG20240000459370,1
AIG20240000459368,1
AIG20230000455612,2
AIG20210000329027,33
AIG20240000459065,1
AIG20220000366785,21
AIG20210000329027,31
AIG20240000459272,2
AIG20230000412799,3
AIG20240000459366,1
AIG20230000412578,9
AIG20200000286689,20
AIG20210000329027,32
AIG20210000328550,10
AIG20230000455631,3
AIG20230000412674,3
AIG20240000459198,1
AIG20220000366787,14
AIG20240000459143,3
AIG20210000328686,11
AIG20240000459258,1
AIG20230000412815,10
AIG20220000366700,14
AIG20240000459125,1
AIG20210000328686,12
AIG20210000328599,6
AIG20240000459331,1
AIG20240000459302,2
AIG20230000455718,5
AIG20230000412679,3
AIG20220000366858,9
AIG20230000455720,5
AIG20240000459283,2
AIG20240000459399,1
AIG20240000459021,1
AIG20230000455659,2
AIG20220000409265,7
AIG20240000459326,1
AIG20240000459408,1
AIG20220000409326,27
AIG20230000455769,2
AIG20230000455715,4
AIG20240000459204,2
AIG20220000366743,10
AIG20230000412817,3
AIG20240000459412,1
AIG20240000459104,1
AIG20240000459269,2
AIG20210000328552,4
AIG20240000459017,1
AIG20240000459122,1
AIG20240000459245,1
AIG20240000459051,2
AIG20230000455766,6
AIG20240000458998,1
AIG20240000459167,1
AIG20230000412586,10
AIG20220000412371,6
AIG20240000459144,1
AIG20230000412819,5
AIG20230000455593,4
AIG20240000459208,1
AIG20230000412684,2
AIG20240000459389,2
AIG20220000409304,7
AIG20230000412603,7
AIG20240000459041,1
AIG20220000366871,5
AIG20240000459316,4
AIG20240000459316,2
AIG20230000412591,4
AIG20230000412662,6
AIG20220000409408,5
AIG20230000412895,11
AIG20240000459316,1
AIG20240000459316,5
AIG20230000412766,10
AIG20230000412750,9
AIG20240000459068,4
AIG20230000455731,4
AIG20230000412606,5
AIG20240000459082,1
AIG20220000409415,6
AIG20240000459316,3
AIG20230000412770,9
AIG20240000459088,1
AIG20230000412591,5
AIG20230000412580,5
AIG20230000455592,3
AIG20230000412579,14
AIG20230000412580,4
AIG20240000459097,2
AIG20220000366913,10
AIG20230000455766,7
AIG20220000366739,6
AIG20240000459194,1
AIG20220000366748,13
AIG20240000459151,1
AIG20240000459143,2
AIG20230000412735,6
AIG20230000455758,3
AIG20230000455704,4
AIG20220000409207,6
AIG20220000409199,6
AIG20220000409247,14
AIG20230000455719,3
AIG20230000455585,3
AIG20230000455692,3
AIG20240000459066,2
AIG20240000459322,1
AIG20230000412755,7
AIG20230000455748,5
AIG20230000412842,3
AIG20240000459356,1
AIG20230000455746,5
AIG20230000455746,4
AIG20230000412699,3
AIG20240000459086,1
AIG20230000455460,5
AIG20240000459236,1
AIG20230000455748,4
AIG20240000459119,1
AIG20240000459187,2
AIG20240000459191,1
AIG20220000409247,15
AIG20230000455628,3
AIG20210000328992,15
AIG20210000328802,10
AIG20210000328555,7
AIG20230000412757,5
AIG20230000455604,4
AIG20200000286660,26
AIG20210000328928,6
AIG20230000455595,4
AIG20240000459083,1
AIG20240000459358,1
AIG20230000455554,6
AIG20230000455739,3
AIG20240000459085,2
AIG20230000412656,8
AIG20240000459357,1
AIG20230000412610,4
AIG20210000328907,5
AIG20230000412852,5
AIG20240000459142,2
AIG20230000412667,5
AIG20240000459328,1
AIG20220000366787,15
AIG20240000459068,5
AIG20240000459335,3
AIG20240000459211,1
AIG20230000412698,5
AIG20240000459249,1
AIG20240000459317,1
AIG20220000409223,5
AIG20240000459063,1
AIG20230000412581,5
AIG20220000409392,3
AIG20240000459315,1
AIG20240000459179,1
AIG20230000412765,6
AIG20230000455576,4
AIG20240000459228,1
AIG20220000366827,8
AIG20230000412770,10
AIG20220000409215,8
AIG20220000366785,22
AIG20230000455568,3
AIG20230000455591,3
AIG20240000459163,2
AIG20240000459088,3
AIG20230000412766,11
AIG20220000366858,10
AIG20240000459114,1
AIG20240000459109,1
AIG20230000455655,3
AIG20240000459111,1
AIG20240000459360,3
AIG20230000412834,3
AIG20240000459115,1
AIG20230000412586,11
AIG20230000412826,7
AIG20210000328926,7
AIG20230000412786,4
AIG20240000459359,1
AIG20230000455664,3
AIG20240000459253,1
AIG20230000455640,5
AIG20220000412370,22
AIG20230000455718,6
AIG20240000459414,1
AIG20240000459312,1
AIG20210000328550,11
AIG20230000455720,6
AIG20210000328860,26
AIG20230000455617,1
AIG20220000409455,23
AIG20220000412364,10
AIG20230000455666,3
AIG20230000412816,7
AIG20210000328555,8
AIG20220000409270,17
AIG20240000459237,1
AIG20230000412831,2
AIG20240000459017,2
AIG20220000409270,16
AIG20240000459426,2
AIG20240000459271,1
AIG20240000459325,1
AIG20240000459195,2
AIG20230000412847,5
AIG20240000459307,1
AIG20230000412868,3
AIG20220000366880,8
AIG20220000366799,14
AIG20210000329030,85
AIG20210000329030,88
AIG20210000329030,73
AIG20210000329030,80
AIG20210000329030,82
AIG20230000412819,6
AIG20240000459156,1
AIG20210000329030,72
AIG20210000329030,75
AIG20210000329030,77
AIG20210000329030,79
AIG20240000459400,2
AIG20220000366681,4
AIG20210000329030,89
AIG20210000329030,74
AIG20210000329030,76
AIG20210000329030,78
AIG20210000329030,87
AIG20210000329030,91
AIG20230000455728,3
AIG20210000329030,81
AIG20210000329030,83
AIG20210000329030,86
AIG20210000329030,90
AIG20210000329030,84
AIG20240000459225,1
AIG20240000459283,3
AIG20220000366893,14
AIG20240000459302,3
AIG20220000409413,7
AIG20240000459422,8
AIG20240000459308,3
AIG20230000412694,3
AIG20240000459422,10
AIG20240000459422,9
AIG20230000412578,10
AIG20230000412748,6
AIG20240000459422,11
AIG20230000412601,4
AIG20240000459422,13
AIG20240000459422,12
AIG20240000459267,1
AIG20230000412730,5
AIG20240000459166,2
AIG20240000459038,3
AIG20240000459129,1
AIG20220000409398,5
AIG20200000286642,6
AIG20240000459320,1
AIG20240000459059,1
AIG20220000366822,2
AIG20240000459278,2
AIG20220000366748,14
AIG20220000366682,8
AIG20240000459404,1
AIG20230000455734,2
AIG20230000412649,3
AIG20210000328661,10
AIG20240000459311,1
AIG20230000455610,2
AIG20240000459133,1
AIG20240000459066,3
AIG20230000412679,4
AIG20240000459068,6
AIG20220000366708,4
AIG20230000412606,6
AIG20240000459408,2
AIG20230000412682,4
AIG20230000412750,10
AIG20240000459211,2
AIG20220000366772,7
AIG20220000409247,18
AIG20230000455593,5
AIG20240000459333,1
AIG20230000412664,5
AIG20240000459046,4
AIG20240000459046,3
AIG20230000455609,5
AIG20240000459402,2
AIG20230000412662,7
AIG20220000409240,7
AIG20240000459207,2
AIG20240000459412,2
AIG20230000412720,5
AIG20240000459232,1
AIG20240000459019,2
AIG20240000459259,2
AIG20230000455784,22
AIG20230000412718,6
AIG20210000328853,8
AIG20240000459310,2
AIG20210000314418,4
AIG20230000412689,2
AIG20240000458999,1
AIG20230000412602,2
AIG20240000459042,1
AIG20230000412876,4
AIG20220000412366,8
AIG20240000459374,1
AIG20230000455460,6
AIG20220000409285,8
AIG20230000412830,4
AIG20230000412795,8
AIG20240000459019,3
AIG20230000412832,8
AIG20220000412366,7
AIG20240000459269,3
AIG20230000412571,6
AIG20240000459335,4
AIG20230000455754,3
AIG20230000412863,5
AIG20230000412857,8
AIG20230000455719,4
AIG20230000412856,4
AIG20240000459157,1
AIG20240000459085,3
AIG20230000455656,4
AIG20220000409417,7
AIG20230000455675,2
AIG20240000459233,2
AIG20230000412794,6
AIG20240000459041,2
AIG20210000350106,8
AIG20240000459204,3
