훈련과정 ID,회차
AIG20220000366789,8
AIG20220000366789,10
AIG20220000409247,3
AIG20220000409390,1
AIG20220000409437,2
AIG20200000286660,15
AIG20210000313612,6
AIG20220000366733,3
AIG20200000286592,13
AIG20220000409426,1
AIG20200000286681,3
AIG20210000328853,4
AIG20220000366748,5
AIG20220000409355,3
AIG20210000313661,4
AIG20210000365837,5
AIG20220000409333,1
AIG20220000409213,2
AIG20210000328593,6
AIG20220000409430,1
AIG20210000313694,3
AIG20210000328731,7
AIG20220000409223,1
AIG20220000409335,2
AIG20200000286658,6
AIG20220000409421,4
AIG20220000412286,1
AIG20210000314421,4
AIG20220000366746,1
AIG20200000286660,17
AIG20210000328555,5
AIG20220000366743,3
AIG20220000366871,2
AIG20220000366896,7
AIG20220000409255,2
AIG20220000409356,2
AIG20200000286660,16
AIG20200000286668,9
AIG20220000366913,4
AIG20220000409253,2
AIG20220000409349,1
AIG20220000409437,3
AIG20220000409445,2
AIG20200000286570,6
AIG20200000286689,11
AIG20220000409297,1
AIG20220000409317,1
AIG20200000286642,3
AIG20200000286683,3
AIG20210000328968,4
AIG20220000412368,1
AIG20200000286649,3
AIG20220000409326,7
AIG20220000409455,7
AIG20220000409326,8
AIG20200000286563,3
AIG20220000412360,1
AIG20220000412362,1
AIG20220000412371,1
AIG20220000366854,9
AIG20220000409215,2
AIG20220000409373,3
AIG20220000412361,1
AIG20210000328860,12
AIG20220000366797,3
AIG20220000366739,3
AIG20220000409299,3
AIG20210000328827,3
AIG20210000329033,56
AIG20210000329033,58
AIG20210000329033,60
AIG20210000329033,62
AIG20210000329033,66
AIG20210000329033,68
AIG20210000328737,7
AIG20210000329033,50
AIG20210000329033,52
AIG20210000329033,69
AIG20210000329033,71
AIG20210000314411,11
AIG20210000329033,49
AIG20210000329033,53
AIG20210000329033,57
AIG20210000329033,59
AIG20210000329033,61
AIG20210000329033,64
AIG20220000366681,2
AIG20210000329033,70
AIG20210000329033,72
AIG20210000329033,63
AIG20210000329033,65
AIG20210000329033,67
AIG20200000286611,8
AIG20210000329033,55
AIG20210000329033,51
AIG20210000329033,54
AIG20200000286592,14
AIG20220000366909,2
AIG20220000409278,3
AIG20220000366787,4
AIG20210000313590,5
AIG20220000366809,2
AIG20220000366854,10
AIG20220000366893,5
AIG20220000366817,4
AIG20220000366843,3
AIG20200000286696,3
AIG20220000412363,2
AIG20220000409306,1
AIG20210000328802,4
AIG20200000286545,5
AIG20220000366700,6
AIG20220000412363,1
AIG20210000313612,7
AIG20210000328971,11
AIG20220000409326,9
AIG20200000286597,5
AIG20200000286647,7
AIG20220000409421,5
AIG20220000412369,1
AIG20200000286598,7
AIG20200000286666,11
AIG20220000366803,2
AIG20210000314425,6
AIG20220000366804,3
AIG20200000286600,7
AIG20200000286603,5
AIG20220000366896,8
AIG20210000329031,22
AIG20210000329031,25
AIG20210000329031,18
AIG20210000329030,22
AIG20210000329031,17
AIG20210000329030,30
AIG20210000314412,7
AIG20220000409285,3
AIG20210000329031,23
AIG20210000329030,26
AIG20210000329031,24
AIG20210000329031,27
AIG20210000329031,19
AIG20210000329031,21
AIG20210000329030,20
AIG20210000329030,23
AIG20210000329031,26
AIG20210000329031,20
AIG20210000329031,16
AIG20210000329030,21
AIG20210000329030,24
AIG20210000329030,19
AIG20210000329030,27
AIG20210000329030,29
AIG20210000329030,25
AIG20210000329030,28
AIG20220000409455,8
AIG20200000286644,11
AIG20220000366785,4
AIG20220000409437,4
AIG20210000328571,10
AIG20210000314413,7
AIG20220000366827,3
AIG20200000286525,9
AIG20210000328834,4
AIG20220000409339,2
AIG20200000286678,6
AIG20220000366725,3
AIG20200000313559,3
AIG20220000366754,2
AIG20220000409305,2
AIG20220000366918,5
AIG20210000329027,14
AIG20220000409413,2
AIG20220000366854,11
AIG20220000366720,6
AIG20210000329027,15
AIG20210000329027,13
AIG20210000328771,2
AIG20220000366721,6
AIG20200000313010,18
AIG20210000328805,8
AIG20220000412370,3
AIG20220000366853,4
AIG20210000328828,7
AIG20220000409421,6
AIG20220000409265,2
AIG20210000328552,3
AIG20210000314418,3
AIG20220000366799,4
AIG20200000313547,26
AIG20200000286602,14
AIG20220000366797,4
AIG20200000313547,25
AIG20220000366697,5
AIG20200000286689,12
AIG20200000286660,18
AIG20220000366772,4
AIG20210000314466,24
AIG20210000313678,8
AIG20220000366692,3
AIG20210000314466,25
AIG20220000366838,3
AIG20210000328565,8
AIG20220000412368,2
AIG20220000412366,2
AIG20220000409213,3
AIG20210000328686,5
AIG20220000366726,2
AIG20220000366739,4
AIG20220000412366,1
AIG20210000328924,3
AIG20220000366703,4
AIG20220000409299,4
AIG20210000313590,6
AIG20220000409284,2
AIG20200000286598,8
AIG20220000366914,3
AIG20210000328992,8
AIG20220000366893,6
AIG20200000286692,9
AIG20200000286603,6
AIG20220000366854,12
AIG20200000288895,11
AIG20210000328572,9
AIG20200000313409,5
AIG20210000328612,7
AIG20210000328868,6
AIG20200000286600,8
AIG20210000328865,6
AIG20220000409326,10
AIG20220000366896,9
AIG20210000328538,3
AIG20210000328847,3
AIG20210000328907,2
AIG20220000409296,1
AIG20210000313664,5
AIG20210000313571,4
AIG20200000286592,15
AIG20220000409455,9
AIG20210000328661,3
AIG20200000313528,43
AIG20200000313528,46
AIG20200000313528,49
AIG20220000409373,4
AIG20210000328557,9
AIG20200000313528,41
AIG20200000313528,44
AIG20200000313528,47
AIG20200000313528,50
AIG20210000328592,4
AIG20220000409298,2
AIG20200000313528,42
AIG20200000313528,45
AIG20200000313528,48
AIG20210000313613,3
AIG20210000328983,4
AIG20220000366843,4
AIG20220000366806,5
AIG20210000314432,3
AIG20220000366748,6
AIG20220000412370,4
AIG20210000328550,5
AIG20220000409308,1
AIG20210000313603,7
AIG20210000328731,8
AIG20220000409357,4
AIG20200000288889,8
AIG20220000409345,2
AIG20200000288889,9
AIG20210000314424,6
AIG20220000409437,5
AIG20210000328971,12
AIG20210000350106,4
AIG20210000328860,13
AIG20220000409326,12
AIG20220000409385,2
AIG20220000409326,11
AIG20220000366697,6
AIG20210000328860,14
AIG20220000409291,2
AIG20220000366671,3
AIG20220000366700,7
AIG20210000328802,5
AIG20210000314436,3
AIG20220000412370,5
AIG20220000366797,5
AIG20220000409220,1
AIG20210000328738,3
AIG20220000409418,3
AIG20200000288890,5
AIG20210000314440,5
AIG20210000313688,4
AIG20200000286562,6
AIG20220000409398,2
AIG20210000320882,5
AIG20210000313652,8
AIG20210000320474,5
AIG20210000320939,5
AIG20210000314421,5
AIG20220000409408,2
AIG20210000328770,2
AIG20210000314412,8
AIG20220000409402,2
AIG20220000366799,5
AIG20220000366677,2
AIG20220000409305,3
AIG20220000412371,2
AIG20220000366918,6
AIG20220000366877,2
AIG20220000409413,3
AIG20220000366854,13
AIG20220000366724,3
AIG20200000286644,12
AIG20220000409357,5
AIG20220000366787,5
AIG20220000412370,6
AIG20220000412370,7
AIG20220000409355,4
AIG20210000328926,4
AIG20220000409437,6
AIG20220000409207,2
AIG20220000409199,2
AIG20220000366804,4
AIG20200000286570,7
AIG20220000366909,3
AIG20220000409285,4
AIG20220000366896,10
AIG20220000409270,5
AIG20220000409270,9
AIG20210000328571,11
AIG20220000412364,1
AIG20220000412364,3
AIG20220000409215,3
AIG20220000409270,4
AIG20220000409270,8
AIG20220000409455,10
AIG20220000412364,2
AIG20210000314430,3
AIG20220000409270,6
AIG20220000409270,7
AIG20220000366785,5
AIG20220000366862,3
AIG20220000366913,5
AIG20200000286683,4
AIG20220000366826,3
AIG20210000328805,9
AIG20220000409421,7
AIG20220000409277,2
AIG20230000412876,1
AIG20230000412875,1
AIG20230000412880,1
AIG20220000366816,3
AIG20220000409422,1
AIG20210000313623,5
AIG20210000328873,11
AIG20220000366817,5
AIG20210000328839,12
AIG20210000313580,8
AIG20230000412815,1
AIG20220000366721,7
AIG20220000409213,4
AIG20220000366720,7
AIG20220000409299,5
AIG20220000409283,2
AIG20220000366838,4
AIG20200000286675,10
AIG20200000286666,12
AIG20210000328553,4
AIG20210000328860,15
AIG20210000365837,6
AIG20220000412368,3
AIG20210000328853,5
AIG20220000409222,3
AIG20210000313590,7
AIG20220000366853,5
AIG20220000409278,4
AIG20200000286644,13
AIG20230000412800,1
AIG20210000314445,5
AIG20220000366743,4
AIG20220000409391,2
AIG20220000366854,14
AIG20230000412881,1
AIG20200000313547,27
AIG20230000412662,1
AIG20210000328992,9
AIG20200000286689,13
AIG20210000313691,7
AIG20220000366893,7
AIG20210000313656,3
AIG20230000412885,1
AIG20210000328971,13
AIG20220000409437,7
AIG20230000412883,1
AIG20230000412694,1
AIG20220000409326,13
AIG20210000314472,21
AIG20220000409255,3
AIG20200000286532,3
AIG20200000288892,18
AIG20220000409350,2
AIG20220000366739,5
AIG20200000286640,3
AIG20220000366736,5
AIG20200000286638,3
AIG20210000328805,10
AIG20220000366892,2
AIG20210000328599,3
AIG20230000412591,1
AIG20220000366748,7
AIG20230000412580,1
AIG20220000366761,2
AIG20220000409455,11
AIG20210000329027,16
AIG20210000328549,4
AIG20210000329027,17
AIG20210000329027,18
AIG20220000366697,7
AIG20230000412904,1
AIG20220000409356,3
AIG20220000366843,5
AIG20210000328928,4
AIG20220000366915,2
AIG20220000412286,2
AIG20220000366909,4
AIG20230000412601,1
AIG20220000366822,1
AIG20220000409355,5
AIG20230000412692,1
AIG20210000314440,6
AIG20220000409445,3
AIG20210000313664,6
AIG20210000328760,2
AIG20220000366873,3
AIG20230000412795,1
AIG20220000409392,2
AIG20230000412857,1
AIG20220000366732,3
AIG20220000409306,2
AIG20220000366707,2
AIG20230000412832,1
AIG20230000412699,1
AIG20230000412712,1
AIG20230000412687,1
AIG20230000412603,1
AIG20220000409304,2
AIG20220000409240,3
AIG20230000412682,1
AIG20220000366679,3
AIG20230000412750,1
AIG20210000328868,7
AIG20200000288895,12
AIG20220000409417,2
AIG20220000409415,2
AIG20230000412579,1
AIG20210000328737,8
AIG20210000328927,2
AIG20220000409421,8
AIG20220000366757,1
AIG20220000409416,2
AIG20220000409202,2
AIG20200000286525,10
AIG20220000366700,8
AIG20220000409355,6
AIG20220000366748,8
AIG20210000314437,3
AIG20220000366918,7
AIG20220000366797,6
AIG20220000409341,1
AIG20230000412697,1
AIG20230000412766,1
AIG20220000366785,6
AIG20210000314466,26
AIG20210000328835,3
AIG20220000409253,3
AIG20220000366858,3
AIG20220000409373,5
AIG20230000412770,1
AIG20230000412735,1
AIG20210000314466,27
AIG20220000409279,3
AIG20220000366799,6
AIG20220000409343,2
AIG20210000328686,6
AIG20220000366725,4
AIG20220000409436,2
AIG20220000366777,2
AIG20220000409305,4
AIG20210000328865,7
AIG20210000314417,3
AIG20220000409369,3
AIG20200000286602,15
AIG20230000412670,1
AIG20220000409295,2
AIG20210000313610,5
AIG20230000412688,1
AIG20230000412786,1
AIG20220000409326,14
AIG20220000412362,2
AIG20220000366880,3
AIG20210000328759,3
AIG20220000366896,11
AIG20220000412360,2
AIG20220000412361,2
AIG20200000286689,14
AIG20230000412572,1
AIG20230000412587,1
AIG20220000409413,4
AIG20230000412804,1
AIG20210000328805,11
AIG20220000409455,12
AIG20210000314479,6
AIG20210000313580,9
AIG20210000314480,6
AIG20200000286610,3
AIG20200000286594,3
AIG20230000412705,1
AIG20220000366854,15
AIG20230000412897,1
AIG20230000412667,1
AIG20230000412606,1
AIG20230000412645,1
AIG20220000366736,6
AIG20230000412816,1
AIG20220000366682,3
AIG20210000313657,4
AIG20200000286692,10
AIG20230000412834,1
AIG20230000412753,1
AIG20230000412578,1
AIG20220000366767,3
AIG20230000412645,2
AIG20200000286642,4
AIG20230000412656,1
AIG20200000313409,6
AIG20220000409396,1
AIG20230000412662,2
AIG20210000328992,10
AIG20220000409358,1
AIG20210000328873,12
AIG20210000328839,13
AIG20230000412895,1
AIG20220000412370,8
AIG20220000366722,3
AIG20230000412857,2
AIG20220000366817,6
AIG20230000412765,1
AIG20220000366772,5
AIG20220000366857,2
AIG20230000412764,1
AIG20210000313691,8
AIG20230000412735,2
AIG20200000286592,16
AIG20220000409270,11
AIG20220000409270,13
AIG20220000409335,4
AIG20230000412780,1
AIG20230000412579,3
AIG20230000412871,1
AIG20220000409326,15
AIG20210000328544,3
AIG20210000328939,2
AIG20220000366692,4
AIG20230000412892,1
AIG20220000366871,3
AIG20220000366925,5
AIG20210000314413,8
AIG20230000412579,4
AIG20210000328922,4
AIG20200000286696,4
AIG20220000366925,6
AIG20220000409270,10
AIG20220000409270,12
AIG20230000412664,1
AIG20210000314466,28
AIG20200000286678,7
AIG20220000366789,13
AIG20220000366789,16
AIG20220000366774,3
AIG20220000366789,14
AIG20220000366789,17
AIG20220000366789,19
AIG20220000409339,3
AIG20220000366700,9
AIG20230000412842,1
AIG20220000366843,6
AIG20220000366789,18
AIG20210000313652,9
AIG20220000409222,4
AIG20220000366789,15
AIG20230000412614,1
AIG20210000328661,4
AIG20230000412571,1
AIG20200000286683,5
AIG20230000412735,3
AIG20220000409285,5
AIG20210000314423,4
AIG20230000412897,2
AIG20210000313590,8
AIG20230000412839,1
AIG20220000366893,8
AIG20220000409445,4
AIG20210000329032,35
AIG20210000329032,38
AIG20210000329032,42
AIG20230000412610,1
AIG20230000412670,2
AIG20210000329032,33
AIG20210000329032,37
AIG20210000329032,40
AIG20210000329032,44
AIG20230000412832,2
AIG20230000412795,2
AIG20210000329032,32
AIG20210000329032,36
AIG20210000329032,39
AIG20210000329032,43
AIG20220000366806,6
AIG20230000412803,1
AIG20220000366893,9
AIG20210000329032,34
AIG20210000329032,31
AIG20210000329032,41
AIG20210000329032,45
AIG20210000328865,8
AIG20230000412579,5
AIG20220000409455,13
AIG20230000412815,2
AIG20220000409357,6
AIG20210000314454,4
AIG20220000366787,6
AIG20230000412616,1
AIG20230000412815,3
AIG20220000412370,10
AIG20210000328612,8
AIG20220000409382,2
AIG20230000412579,6
AIG20210000328592,6
AIG20210000328593,7
AIG20220000409385,3
AIG20230000412615,1
AIG20220000366748,9
AIG20220000366799,7
AIG20230000412895,3
AIG20220000366743,5
AIG20230000412579,7
AIG20220000409297,2
AIG20210000328731,9
AIG20230000412895,2
AIG20230000412720,1
AIG20220000412369,2
AIG20210000313687,4
AIG20230000412742,1
AIG20220000409253,4
AIG20230000412757,1
AIG20230000412839,2
AIG20210000328542,5
AIG20200000286681,4
AIG20230000412747,1
AIG20200000286611,9
AIG20210000328759,4
AIG20210000314412,9
AIG20200000286594,4
AIG20220000366733,4
AIG20200000286644,14
AIG20230000412603,2
AIG20210000328828,8
AIG20230000412674,1
AIG20210000313661,5
AIG20210000328565,9
AIG20210000329033,74
AIG20210000329033,78
AIG20210000329033,82
AIG20210000329033,86
AIG20230000412713,1
AIG20220000366827,4
AIG20210000328610,5
AIG20210000329027,20
AIG20220000409373,6
AIG20210000329033,73
AIG20210000329033,77
AIG20210000329033,88
AIG20210000329033,90
AIG20210000329033,92
AIG20210000329027,21
AIG20210000329033,94
AIG20220000409247,4
AIG20230000412718,1
AIG20210000329033,75
AIG20210000329033,80
AIG20210000329033,81
AIG20210000329033,83
AIG20210000329033,85
AIG20210000329033,87
AIG20210000329033,89
AIG20210000329033,95
AIG20210000313652,10
AIG20210000329033,91
AIG20210000329027,19
AIG20210000329033,93
AIG20210000329033,96
AIG20210000328860,16
AIG20210000329033,76
AIG20210000329033,79
AIG20210000329033,84
AIG20210000314421,6
AIG20200000286592,17
AIG20230000412569,1
AIG20220000409278,5
AIG20220000412370,9
AIG20230000412817,1
AIG20230000412667,2
AIG20230000412866,1
AIG20220000409295,3
AIG20230000412712,2
AIG20220000409355,7
AIG20220000366857,3
AIG20220000409223,2
AIG20220000412368,4
AIG20220000409326,16
AIG20200000286562,7
AIG20210000314466,29
AIG20230000412705,2
AIG20220000409317,2
AIG20230000412581,1
AIG20220000366913,6
AIG20200000286689,15
AIG20210000314412,10
AIG20220000409213,5
AIG20210000313612,8
AIG20230000412750,2
AIG20220000366787,7
AIG20220000366785,7
AIG20210000365837,7
AIG20220000409207,3
AIG20220000409199,3
AIG20210000313612,9
AIG20220000409420,2
AIG20220000409368,1
AIG20210000328968,5
AIG20210000328992,11
AIG20220000409252,2
AIG20230000412852,1
AIG20230000412578,2
AIG20220000409215,4
AIG20230000412663,1
AIG20230000412572,2
AIG20210000328802,6
AIG20230000412600,1
AIG20230000412664,2
AIG20220000366918,8
AIG20210000350106,5
AIG20210000328927,3
AIG20220000366785,8
AIG20230000412748,1
AIG20200000286525,11
AIG20210000314413,9
AIG20210000328868,8
AIG20230000412682,2
AIG20210000328737,9
AIG20200000286670,5
AIG20210000329030,47
AIG20210000329030,33
AIG20210000329030,39
AIG20210000329030,41
AIG20210000329030,31
AIG20210000329030,45
AIG20210000329030,51
AIG20210000329030,34
AIG20210000329030,36
AIG20210000329030,40
AIG20210000329030,42
AIG20210000329030,44
AIG20210000329030,48
AIG20210000329030,32
AIG20210000329030,38
AIG20210000329030,49
AIG20210000329030,35
AIG20210000329030,37
AIG20210000329030,46
AIG20210000329030,50
AIG20210000329030,43
AIG20200000286642,5
AIG20230000412735,4
AIG20210000314446,5
AIG20220000409350,3
AIG20230000412770,2
AIG20230000412766,2
AIG20220000412286,3
AIG20200000288895,13
AIG20220000409398,3
AIG20220000366854,16
AIG20230000412670,3
AIG20230000412662,3
AIG20220000409391,3
AIG20200000286592,18
AIG20210000313612,10
AIG20210000328555,6
AIG20230000412731,1
AIG20210000328907,3
AIG20230000412816,2
AIG20220000409265,3
AIG20220000366733,5
AIG20230000412685,1
AIG20200000288889,11
AIG20220000409335,5
AIG20220000409255,4
AIG20230000412656,2
AIG20200000288889,10
AIG20230000412895,5
AIG20230000412688,2
AIG20230000412830,1
AIG20220000409279,4
AIG20220000366880,4
AIG20220000409326,17
AIG20220000409247,5
AIG20210000328853,6
AIG20230000412866,2
AIG20210000328686,7
AIG20210000328827,4
AIG20220000412363,3
AIG20220000366759,1
AIG20230000412730,1
AIG20230000412904,2
AIG20230000412736,1
AIG20220000409421,9
AIG20220000366679,4
AIG20210000328759,5
AIG20220000412363,4
AIG20220000366700,10
AIG20220000366987,3
AIG20220000366682,4
AIG20220000412371,3
AIG20230000412826,1
AIG20230000412678,1
AIG20210000314466,30
AIG20230000412692,2
AIG20230000412897,3
AIG20230000412672,1
AIG20220000409285,6
AIG20220000412366,3
AIG20220000412366,4
AIG20220000409305,5
AIG20230000412863,1
AIG20230000412606,2
AIG20210000328661,5
AIG20230000412831,1
AIG20220000409455,14
AIG20220000366806,7
AIG20210000314472,22
AIG20210000328992,12
AIG20220000409333,2
AIG20230000412705,3
AIG20230000455498,1
AIG20210000328868,9
AIG20230000412586,1
AIG20230000412790,1
AIG20230000455530,1
AIG20220000412370,12
AIG20220000366809,3
AIG20200000286570,8
AIG20230000412904,3
AIG20230000412573,1
AIG20210000328598,4
AIG20210000328731,10
AIG20230000412856,1
AIG20210000328839,14
AIG20200000286678,8
AIG20210000328873,13
AIG20230000412578,3
AIG20220000366826,4
AIG20210000328860,17
AIG20220000409247,6
AIG20220000409326,18
AIG20230000412641,1
AIG20200000313547,28
AIG20220000366768,2
AIG20230000412849,1
AIG20230000455460,1
AIG20220000409284,3
AIG20220000409343,3
AIG20230000412670,4
AIG20220000412370,11
AIG20220000409222,5
AIG20230000412755,1
AIG20200000286660,19
AIG20220000409402,3
AIG20230000412826,3
AIG20230000412815,6
AIG20230000412826,2
AIG20230000412607,1
AIG20200000288892,19
AIG20220000409238,2
AIG20200000286648,15
AIG20210000313664,7
AIG20210000313622,4
AIG20200000286644,15
AIG20220000409328,2
AIG20230000412797,1
AIG20200000288890,6
AIG20230000412603,3
AIG20210000320882,6
AIG20230000412750,3
AIG20210000328592,7
AIG20220000409213,6
AIG20220000409349,2
AIG20210000320939,6
AIG20220000409220,2
AIG20220000409445,5
AIG20220000409373,7
AIG20210000320474,6
AIG20220000366785,9
AIG20210000314480,7
AIG20230000412795,3
AIG20220000409357,7
AIG20220000366843,7
AIG20210000314480,8
AIG20210000314412,11
AIG20230000412832,3
AIG20210000314479,7
AIG20220000366804,5
AIG20230000412815,5
AIG20230000412895,4
AIG20210000328599,4
AIG20230000412698,1
AIG20230000412794,1
AIG20220000409277,3
AIG20220000409279,5
AIG20220000366896,12
AIG20210000314466,31
AIG20230000412866,3
AIG20210000314421,8
AIG20210000328553,5
AIG20220000409247,7
AIG20220000409291,3
AIG20230000412816,3
AIG20220000366854,17
AIG20230000455437,1
AIG20210000328538,4
AIG20220000409417,3
AIG20220000409455,15
AIG20220000409415,3
AIG20220000409385,4
AIG20220000409416,3
AIG20230000412857,3
AIG20230000412815,4
AIG20220000366743,6
AIG20230000412830,2
AIG20230000412718,2
AIG20220000412364,4
AIG20210000328828,9
AIG20230000412863,2
AIG20230000455554,1
AIG20220000409255,5
AIG20220000409418,4
AIG20220000366862,4
AIG20200000286648,16
AIG20230000412622,1
AIG20230000455687,1
AIG20210000328612,9
AIG20230000412687,2
AIG20230000412815,8
AIG20230000412571,2
AIG20220000409265,4
AIG20200000286683,6
AIG20210000328873,14
AIG20230000412897,4
AIG20230000412766,3
AIG20230000412876,2
AIG20210000328839,15
AIG20230000412875,2
AIG20210000328971,14
AIG20210000329027,24
AIG20220000409283,3
AIG20230000455548,1
AIG20220000409215,5
AIG20210000313580,10
AIG20230000412670,5
AIG20210000329027,23
AIG20210000329027,22
AIG20200000286689,16
AIG20220000366733,6
AIG20230000412586,2
AIG20220000366700,11
AIG20230000412895,6
AIG20230000412698,2
AIG20230000412786,2
AIG20220000366838,5
AIG20220000409345,3
AIG20210000328549,5
AIG20220000409355,8
AIG20230000412679,1
AIG20220000366799,8
AIG20230000455595,1
AIG20230000412578,4
AIG20230000455523,1
AIG20230000412765,3
AIG20220000409255,6
AIG20220000366893,10
AIG20220000366785,10
AIG20230000455522,1
AIG20230000412656,3
AIG20230000412733,1
AIG20230000455593,1
AIG20220000409304,3
AIG20220000409298,3
AIG20210000328865,9
AIG20230000412904,4
AIG20220000409252,3
AIG20220000366918,9
AIG20220000366827,5
AIG20210000328926,5
AIG20220000366787,8
AIG20230000412616,2
AIG20230000412815,7
AIG20230000455754,1
AIG20230000412755,2
AIG20230000455599,1
AIG20230000455616,1
AIG20230000412757,2
AIG20220000366797,7
AIG20210000328802,7
AIG20210000314447,4
AIG20210000328550,6
AIG20210000328661,6
AIG20220000409420,3
AIG20210000314472,23
AIG20230000455635,1
AIG20210000328860,18
AIG20230000412572,3
AIG20230000412652,1
AIG20230000412748,2
AIG20220000412286,4
AIG20230000455666,1
AIG20220000409247,8
AIG20230000455683,1
AIG20220000409200,3
AIG20210000313599,3
AIG20200000286644,16
AIG20230000455635,2
AIG20210000328992,13
AIG20230000455573,1
AIG20220000366896,13
AIG20230000412684,1
AIG20230000455669,1
AIG20220000366703,5
AIG20230000412698,3
AIG20220000409455,16
AIG20230000412804,2
AIG20220000366894,2
AIG20210000313687,5
AIG20200000313528,52
AIG20210000314466,32
AIG20200000313528,54
AIG20200000313528,56
AIG20200000313528,58
AIG20200000313528,60
AIG20200000286525,12
AIG20230000455732,1
AIG20210000365837,8
AIG20230000412720,2
AIG20200000313528,51
AIG20200000313528,53
AIG20230000412840,1
AIG20200000313528,55
AIG20200000313528,57
AIG20200000313528,59
AIG20230000455623,1
AIG20230000455741,1
AIG20210000328738,4
AIG20230000412819,1
AIG20230000412654,1
AIG20230000412730,2
AIG20200000286570,9
AIG20210000328873,15
AIG20230000412766,4
AIG20210000328839,16
AIG20230000455437,2
AIG20230000455633,1
AIG20220000366785,11
AIG20210000328565,10
AIG20220000412369,3
AIG20220000366817,7
AIG20230000455575,1
AIG20230000455748,1
AIG20230000455759,1
AIG20230000412712,3
AIG20220000409355,9
AIG20230000455597,1
AIG20230000455635,3
AIG20230000455664,1
AIG20230000412897,5
AIG20230000455596,1
AIG20230000455618,1
AIG20230000455540,1
AIG20230000412581,2
AIG20220000366708,2
AIG20220000366838,6
AIG20230000455746,1
AIG20230000412770,3
AIG20220000409343,4
AIG20230000412742,2
AIG20210000313628,2
AIG20220000366853,6
AIG20230000412847,1
AIG20230000455460,2
AIG20230000412866,4
AIG20230000412881,2
AIG20200000286689,17
AIG20220000366816,4
AIG20220000409390,2
AIG20230000412883,2
AIG20230000412885,2
AIG20220000366799,9
AIG20220000409326,19
AIG20230000412747,2
AIG20230000412586,3
AIG20220000409213,7
AIG20230000455640,1
AIG20230000412904,5
AIG20230000412895,8
AIG20220000409223,3
AIG20230000455601,1
AIG20230000455602,1
AIG20230000412736,2
AIG20220000409363,1
AIG20230000455530,2
AIG20220000409264,1
AIG20220000409253,5
AIG20230000455673,1
AIG20230000455628,1
AIG20210000313664,8
AIG20230000455655,1
AIG20230000455714,1
AIG20200000286563,4
AIG20230000412834,2
AIG20230000455769,1
AIG20220000366858,4
AIG20230000455716,1
AIG20210000313694,4
AIG20230000455646,1
AIG20230000455612,1
AIG20230000412857,4
AIG20220000366843,8
AIG20220000409295,4
AIG20230000455555,1
AIG20230000455560,1
AIG20230000412602,1
AIG20220000409207,4
AIG20220000366913,7
AIG20230000455715,1
AIG20230000412571,3
AIG20220000366761,3
AIG20210000328928,5
AIG20220000409402,4
AIG20230000455609,1
AIG20230000455783,1
AIG20220000409455,17
AIG20230000412607,2
AIG20230000412682,3
AIG20210000314466,33
AIG20230000455739,1
AIG20210000328564,4
AIG20220000409409,3
AIG20230000412750,4
AIG20220000409373,8
AIG20230000455736,1
AIG20230000412799,1
AIG20210000328865,10
AIG20220000366793,3
AIG20230000455581,1
AIG20230000412794,2
AIG20220000409284,4
AIG20220000409355,10
AIG20220000366873,4
AIG20220000366732,4
AIG20230000455720,1
AIG20230000455718,1
AIG20230000412755,3
AIG20210000328839,17
AIG20230000412766,5
AIG20230000412770,4
AIG20210000328873,16
AIG20230000412880,2
AIG20230000412718,3
AIG20220000409255,7
AIG20230000455661,1
AIG20230000412670,6
AIG20230000455744,1
AIG20220000409357,8
AIG20210000328737,10
AIG20210000328610,6
AIG20220000366785,12
AIG20230000455743,1
AIG20230000455585,1
AIG20220000409222,6
AIG20230000455632,1
AIG20220000409296,2
AIG20230000455708,1
AIG20220000409445,6
AIG20230000455586,1
AIG20200000286660,21
AIG20220000366801,3
AIG20230000455659,1
AIG20230000455747,1
AIG20230000412656,4
AIG20220000409391,4
AIG20230000412895,7
AIG20230000455753,1
AIG20230000412892,2
AIG20220000366925,7
AIG20230000412852,2
AIG20220000412361,3
AIG20220000366880,5
AIG20220000409326,20
AIG20230000455653,1
AIG20230000455634,1
AIG20220000366681,3
AIG20230000455635,4
AIG20220000412360,3
AIG20230000455653,2
AIG20210000328971,15
AIG20230000455656,1
AIG20230000412600,2
AIG20230000455779,1
AIG20230000412795,4
AIG20230000455696,1
AIG20220000366925,8
AIG20230000455736,2
AIG20230000455784,12
AIG20230000455784,5
AIG20230000455784,9
AIG20230000412733,2
AIG20200000286531,6
AIG20230000455784,1
AIG20230000455784,3
AIG20230000412897,6
AIG20230000455784,7
AIG20230000455784,10
AIG20230000412868,1
AIG20200000286653,4
AIG20230000455784,14
AIG20230000455784,13
AIG20230000455784,2
AIG20230000455784,4
AIG20230000455784,8
AIG20220000409420,4
AIG20230000455588,1
AIG20230000412689,1
AIG20230000412819,2
AIG20230000455784,11
AIG20230000455784,6
AIG20230000455749,2
AIG20230000412678,2
AIG20230000412842,2
AIG20230000455749,1
AIG20230000455576,1
AIG20230000455568,1
AIG20230000412748,3
AIG20220000409417,4
AIG20220000409416,4
AIG20230000455726,1
AIG20230000455630,1
AIG20220000409415,4
AIG20230000412832,4
AIG20220000409455,18
AIG20210000328868,10
AIG20230000412847,2
AIG20230000412694,2
AIG20230000455507,1
AIG20200000286660,20
AIG20200000286660,23
