AIG202400004594263,[Etevers] 언리얼엔진 DX Wave (3D Artist),AIG20240000459426,3,대한상공회의소,120,960,2024-11-11,2025-05-13,응용SW엔지니어링,20010202," 17,424,000 ",25,18,0,0%,44.9,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459426&tracseTme=3&trainstCstmrId=500037517077&crseTracseSe=C0061,에티버스,에티버스러닝평생교육원, - ," 250,905,600 "," 313,632,000 ", -   , - , - ," 69,544,487 "," 181,361,113 "
AIG202300004556333,JAVA(자바)활용 스마트팩토리 MES 웹 솔루션 개발자,AIG20230000455633,3,(주)휴먼교육센터,119,950,2024-11-11,2025-05-02,응용SW엔지니어링,20010202," 9,003,150 ",25,14,0,0%,91.4,충남 천안시 동남구,충청남도 천안시 동남구 대흥로 215 (대흥동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455633&tracseTme=3&trainstCstmrId=500020059068&crseTracseSe=C0061,,, - ," 100,835,280 "," 126,044,100 ", -   , - , - ," 29,726,007 "," 71,109,273 "
AIG2023000041275011,MSA기반 플러터(Dart)활용 자바(JAVA)프론트엔드 백엔드 풀스택 웹(앱)개발,AIG20230000412750,11,인천더조은컴퓨터아트학원,125,1000,2024-11-11,2025-05-14,응용SW엔지니어링,20010202," 9,477,000 ",25,14,0,0%,99.1,인천 부평구,인천광역시 부평구 경원대로 1366 (부평동 스테이션 타워),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412750&tracseTme=11&trainstCstmrId=500020037783&crseTracseSe=C0061,,, - ," 106,142,400 "," 132,678,000 ", -   , - , - ," 29,260,878 "," 76,881,522 "
AIG202200004092915,멀티디바이스 플랫폼을 위한스마트 웹콘텐츠 & UI/UX 디자인 개발자 양성,AIG20220000409291,5,영진직업전문학교,121,840,2024-11-11,2025-05-09,응용SW엔지니어링,20010202," 7,193,760 ",25,11,0,0%,92.7,대구 동구,대구광역시 동구 화랑로 525,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409291&tracseTme=5&trainstCstmrId=500020027548&crseTracseSe=C0061,,, - ," 63,305,088 "," 79,131,360 ", -   , - , - ," 17,936,442 "," 45,368,646 "
AIG2022000036674816,DCX기반 빅데이터 분석서비스 개발자 과정,AIG20220000366748,16,스마트인재개발원,124,960,2024-11-12,2025-05-14,빅데이터플랫폼구축,20010209," 8,221,440 ",25,19,0,0%,81.7,광주 동구,광주광역시 동구 금남로3가 중앙로 196,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366748&tracseTme=16&trainstCstmrId=500020018488&crseTracseSe=C0061,,, - ," 124,965,888 "," 156,207,360 ", -   , - , - ," 33,958,122 "," 91,007,766 "
AIG202400004592912,융합_[인텔] AI융합 DX 마스터 클래스,AIG20240000459291,2,대한상공회의소,122,900,2024-11-13,2025-05-23,응용SW엔지니어링,20010202," 16,335,000 ",25,15,0,0%,0,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459291&tracseTme=2&trainstCstmrId=500037517077&crseTracseSe=C0061,Intel,Intel, - ," 196,020,000 "," 245,025,000 ", -   , - , - ," 50,025,938 "," 145,994,063 "
AIG202200004093059,항공 자바(Java) 풀스택 개발자 양성과정,AIG20220000409305,9,한국직업전문학교,120,960,2024-11-13,2025-05-09,응용SW엔지니어링,20010202," 8,221,440 ",25,0,0,#DIV/0!,84.5,서울 구로구,서울특별시 구로구 디지털로34길 27 (구로동 대륭포스트타워3차),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409305&tracseTme=9&trainstCstmrId=500020026790&crseTracseSe=C0061,,, - , - , - , -   , - , - , - , - 
AIG202200003667593,의료 AI를 활용한 인공지능 부트캠프,AIG20220000366759,3,한국직업전문학교,120,960,2024-11-13,2025-05-09,응용SW엔지니어링,20010202," 8,221,440 ",25,0,0,#DIV/0!,80.4,서울 구로구,서울특별시 구로구 디지털로34길 27 (구로동 대륭포스트타워3차),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366759&tracseTme=3&trainstCstmrId=500020026790&crseTracseSe=C0061,,, - , - , - , -   , - , - , - , - 
AIG202400004593451,"프로젝트기반 AWS 풀스택(프론트엔드,백엔드) 개발자 과정",AIG20240000459345,1,고양산업진흥원,100,780,2024-11-18,2025-04-25,응용SW엔지니어링,20010202," 7,404,540 ",25,0,0,#DIV/0!,0,경기 고양시 일산동구,경기도 고양시 일산동구 태극로 60,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459345&tracseTme=1&trainstCstmrId=500043258142&crseTracseSe=C0061,,, - , - , - , -   , - , - , - , - 
AIG2023000041257915,자바 스프링 리액트로 완성하는 클라우드 활용 풀스택 개발 ,AIG20230000412579,15,한국정보교육원(구.경원직업전문학교),125,1000,2024-11-18,2025-05-22,응용SW엔지니어링,20010202," 9,477,000 ",25,18,0,0%,92.8,서울 관악구,서울특별시 관악구 봉천로 227 (봉천동 보라매샤르망),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412579&tracseTme=15&trainstCstmrId=500020031803&crseTracseSe=C0061,,, - ," 136,468,800 "," 170,586,000 ", -   , - , - ," 32,282,942 "," 104,185,858 "
