고유값,과정명,훈련과정 ID,회차,훈련기관,총 훈련일수,총 훈련시간,과정시작일,과정종료일,NCS명,NCS코드,훈련비,정원,수강신청 인원,수료인원,수료율,만족도,지역,주소,과정페이지 링크,선도기업,파트너기관,매출 최소,실 매출 대비,매출 최대,2021년,2022년,2023년,2024년,2025년,2026년
AIG202200003669251,[SK텔레콤] FLY AI,AIG20220000366925,1,대한상공회의소,50,400,2022-06-27,2022-09-02,인공지능서비스기획,20010702," 7,260,000 ",26,25,22,88%,88,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366925&tracseTme=1&trainstCstmrId=500037517077&crseTracseSe=C0061,SK Telecom,SK Telecom,"159,720,000","145,200,000","181,500,000",0,"145,200,000",0,0,0,0
AIG202000002888959,엘리스 AI 기반 웹 풀스택 엔지니어 트랙,AIG20200000288895,9,(주)엘리스그룹,120,840,2022-06-27,2022-12-16,인공지능서비스기획,20010702," 15,246,000 ",100,81,71,88%,82.9,서울 강남구,서울특별시 강남구 선릉로 433,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000288895&tracseTme=9&trainstCstmrId=500038398274&crseTracseSe=C0061,,,"1,082,466,000","987,940,800","1,234,926,000",0,"987,940,800",0,0,0,0
AIG2021000031446617,멀티잇 데이터 분석&엔지니어(Python),AIG20210000314466,17,멀티캠퍼스,106,844,2022-06-27,2022-11-18,빅데이터분석,20010105," 17,351,400 ",24,20,13,65%,83.6,서울 강남구,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000314466&tracseTme=17&trainstCstmrId=500020039927&crseTracseSe=C0061,,,"225,568,200","277,622,400","347,028,000",0,"277,622,400",0,0,0,0
AIG202100003287661,디지털 헬스케어 빅데이터 분석 및 활용 전문가,AIG20210000328766,1,원광대학교산학협력단,87,693,2022-06-27,2022-10-14,빅데이터분석,20010105," 6,598,050 ",20,16,8,50%,91.7,전북 익산시,전북특별자치도 익산시 신동 익산대로 460(원광대학교),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328766&tracseTme=1&trainstCstmrId=500020040484&crseTracseSe=C0061,,,"52,784,400","84,455,040","105,568,800",0,"84,455,040",0,0,0,0
AIG202100003288055,데이터융합 JAVA 응용 SW개발자 기업 채용연계 연수과정,AIG20210000328805,5,중앙정보기술인재개발원,120,960,2022-06-27,2022-12-19,응용SW엔지니어링,20010202," 8,221,440 ",25,23,20,87%,90,서울 강남구,서울특별시 강남구 테헤란로7길 7,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328805&tracseTme=5&trainstCstmrId=500020039773&crseTracseSe=C0061,,,"164,428,800","151,274,496","189,093,120",0,"151,274,496",0,0,0,0
AIG202100003289925,인공지능 혁신학교 AIFFEL(아이펠) : 코어 과정,AIG20210000328992,5,(주)모두의연구소,112,840,2022-06-27,2022-12-13,인공지능플랫폼구축,20010701," 15,246,000 ",40,7,3,43%,82.5,서울 강남구,서울특별시 강남구 강남대로 324 (역삼동 역삼디오슈페리움),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328992&tracseTme=5&trainstCstmrId=500037143258&crseTracseSe=C0061,,,"45,738,000","85,377,600","106,722,000",0,"85,377,600",0,0,0,0
AIG202000002866784,프로젝트 기반 빅데이터 분석 인재 양성과정,AIG20200000286678,4,선문대학교 산학협력단,100,800,2022-06-27,2022-11-21,빅데이터분석,20010105," 7,616,800 ",35,32,30,94%,84.1,충남 아산시,충청남도 아산시 선문로221번길 70 (탕정면 선문대학교),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000286678&tracseTme=4&trainstCstmrId=500020045552&crseTracseSe=C0061,,,"228,504,000","194,990,080","243,737,600",0,"194,990,080",0,0,0,0
AIG202100003285726,그로스 마케팅 (GM) 부트캠프,AIG20210000328572,6,주식회사코드스테이츠,65,520,2022-06-27,2022-10-06,SW제품기획,20010104," 9,438,000 ",80,62,60,97%,82.2,서울 강남구,서울특별시 강남구 테헤란로 415 (삼성동 L7 HOTELS 강남타워),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328572&tracseTme=6&trainstCstmrId=500038435553&crseTracseSe=C0061,,,"566,280,000","468,124,800","585,156,000",0,"468,124,800",0,0,0,0
AIG202100003288284,자바(JAVA) 웹개발(백앤드)&앱개발자(클라우드활용) 취업캠프,AIG20210000328828,4,더조은컴퓨터아카데미,135,1080,2022-06-27,2023-01-12,응용SW엔지니어링,20010202," 9,249,120 ",25,16,11,69%,85.5,서울 강남구,서울특별시 강남구 강남대로78길 8 (역삼동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328828&tracseTme=4&trainstCstmrId=500020028586&crseTracseSe=C0061,,,"101,740,320","118,388,736","147,985,920",0,"111,285,412","7,103,324",0,0,0
AIG202100003288705,프론트엔드 개발 중급 부트캠프,AIG20210000328870,5,패스트캠퍼스강남학원,77,580,2022-06-27,2022-10-21,응용SW엔지니어링,20010202," 4,967,120 ",40,29,28,97%,67.7,서울 강남구,서울특별시 강남구 강남대로 364,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328870&tracseTme=5&trainstCstmrId=500033945638&crseTracseSe=C0061,,,"139,079,360","115,237,184","144,046,480",0,"115,237,184",0,0,0,0
AIG202200003667483,DCX기반 빅데이터 분석서비스 개발자 과정,AIG20220000366748,3,스마트인재개발원,123,960,2022-06-27,2022-12-21,빅데이터플랫폼구축,20010209," 8,221,440 ",25,22,20,91%,83.1,광주 동구,광주광역시 동구 금남로3가 중앙로 196,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366748&tracseTme=3&trainstCstmrId=500020018488&crseTracseSe=C0061,,,"164,428,800","144,697,344","180,871,680",0,"144,697,344",0,0,0,0
AIG202100003287375,[정보보안] 모의해킹/침해대응 전문가 취업캠프,AIG20210000328737,5,더조은컴퓨터아카데미,132,1050,2022-06-28,2023-01-09,보안엔지니어링,20010206," 8,992,200 ",20,16,15,94%,89.9,서울 강남구,서울특별시 강남구 강남대로78길 8 (역삼동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328737&tracseTme=5&trainstCstmrId=500020028586&crseTracseSe=C0061,,,"134,883,000","115,100,160","143,875,200",0,"109,814,949","5,285,211",0,0,0
AIG202200003667741,산업맞춤형 스마트팩토리 전문가 양성과정,AIG20220000366774,1,한국품질재단 평생교육시설,120,960,2022-06-28,2022-12-17,SW제품기획,20010104," 9,140,160 ",25,23,15,65%,98,서울 송파구,"서울특별시 송파구 삼전로 78(삼전동, Q 타워)",https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366774&tracseTme=1&trainstCstmrId=500020059960&crseTracseSe=C0061,,,"137,102,400","168,178,944","210,223,680",0,"168,178,944",0,0,0,0
AIG202100003136525,기업 맞춤형 빅데이터 분석가 양성과정,AIG20210000313652,5,한국품질재단 평생교육시설,119,952,2022-06-28,2022-12-19,빅데이터분석,20010105," 9,063,990 ",25,19,17,89%,84.4,서울 송파구,"서울특별시 송파구 삼전로 78(삼전동, Q 타워)",https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000313652&tracseTme=5&trainstCstmrId=500020059960&crseTracseSe=C0061,,,"154,087,830","137,772,648","172,215,810",0,"137,772,648",0,0,0,0
AIG202200003667771,VR․AR 3D게임애니메이션 전문가 양성,AIG20220000366777,1,(학교법인)인하대학교,185,1472,2022-06-28,2023-03-27,증강현실(AR)콘텐츠제작,20020403," 11,649,400 ",25,21,16,76%,98.1,인천 미추홀구,인천광역시 미추홀구 인하로 100 (용현동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366777&tracseTme=1&trainstCstmrId=500020040446&crseTracseSe=C0061,,,"186,390,400","195,709,920","244,637,400",0,"134,057,711","61,652,209",0,0,0
AIG202200003666822,멀티 플랫폼 메타버스 게임 기획자 부트캠프,AIG20220000366682,2,주식회사경일게임아이티아카데미,171,1368,2022-06-29,2023-03-09,가상현실콘텐츠제작,20020401," 10,826,350 ",30,23,21,91%,91.6,서울 강동구,서울특별시 강동구 천호동 올림픽로 651(예경빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366682&tracseTme=2&trainstCstmrId=500020031484&crseTracseSe=C0061,,,"227,353,350","199,204,840","249,006,050",0,"145,874,410","53,330,430",0,0,0
AIG202200003668802,멀티 플랫폼 메타버스 게임 개발자 부트캠프,AIG20220000366880,2,주식회사경일게임아이티아카데미,171,1368,2022-06-29,2023-03-09,응용SW엔지니어링,20010202," 11,715,550 ",30,26,20,77%,91.4,서울 강동구,서울특별시 강동구 천호동 올림픽로 651(예경빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366880&tracseTme=2&trainstCstmrId=500020031484&crseTracseSe=C0061,,,"234,311,000","243,683,440","304,604,300",0,"178,445,354","65,238,086",0,0,0
AIG202100003285935,웹 서비스 기반 빅데이터 분석 및 개발자 양성과정,AIG20210000328593,5,에이콘아카데미(강남),120,960,2022-06-30,2022-12-27,빅데이터분석,20010105," 9,140,160 ",30,30,28,93%,89.9,서울 강남구,서울특별시 강남구 테헤란로 124 (역삼동 삼원타워),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328593&tracseTme=5&trainstCstmrId=500020033277&crseTracseSe=C0061,,,"255,924,480","219,363,840","274,204,800",0,"219,363,840",0,0,0,0
AIG202100003288462,AI활용 빅데이터 분석 및 응용 소프트웨어 개발자,AIG20210000328846,2,더조은컴퓨터아카데미 종로,125,1000,2022-06-30,2022-12-29,응용SW엔지니어링,20010202," 8,564,000 ",30,8,7,88%,88.7,서울 종로구,서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328846&tracseTme=2&trainstCstmrId=500020027870&crseTracseSe=C0061,,,"59,948,000","54,809,600","68,512,000",0,"54,809,600",0,0,0,0
AIG202100003289717,데이터 분석가 부트캠프(파이썬),AIG20210000328971,7,멀티캠퍼스,111,890,2022-06-30,2022-11-30,빅데이터분석,20010105," 16,589,100 ",50,39,30,77%,87.5,서울 강남구,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328971&tracseTme=7&trainstCstmrId=500020039927&crseTracseSe=C0061,,,"497,673,000","517,579,920","646,974,900",0,"517,579,920",0,0,0,0
AIG202200003669871,언리얼엔진 기반 메타버스 개발자 양성 과정,AIG20220000366987,1,강원대학교산학협력단,110,880,2022-07-01,2022-12-08,응용SW엔지니어링,20010202," 7,536,320 ",24,19,14,74%,79.4,강원 춘천시,강원도 춘천시 강원대학길 1,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366987&tracseTme=1&trainstCstmrId=500035666668&crseTracseSe=C0061,,,"105,508,480","114,552,064","143,190,080",0,"114,552,064",0,0,0,0
AIG202200004094552,전자정부 표준 프레임워크 기반 풀-스택 개발자 양성과정,AIG20220000409455,2,(재)대덕인재개발원,155,1240,2022-07-01,2023-02-15,응용SW엔지니어링,20010202," 8,169,120 ",25,25,23,92%,89.5,대전 중구,대전광역시 중구 계룡로 846 (오류동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409455&tracseTme=2&trainstCstmrId=500020044796&crseTracseSe=C0061,,,"187,889,760","163,382,400","204,228,000",0,"130,705,920","32,676,480",0,0,0
AIG202100003287662,디지털 헬스케어 빅데이터 분석 및 활용 전문가,AIG20210000328766,2,원광대학교산학협력단,94,693,2022-07-04,2022-10-29,빅데이터분석,20010105," 6,598,050 ",23,23,15,65%,91.7,전북 익산시,전북특별자치도 익산시 신동 익산대로 460(원광대학교),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328766&tracseTme=2&trainstCstmrId=500020040484&crseTracseSe=C0061,,,"98,970,750","121,404,120","151,755,150",0,"121,404,120",0,0,0,0
AIG202200003667851,클라우드 활용 자바개발자 양성과정,AIG20220000366785,1,구디아카데미,119,946,2022-07-04,2022-12-22,응용SW엔지니어링,20010202," 8,101,540 ",28,28,27,96%,88.5,서울 금천구,서울특별시 금천구 가산디지털2로 95 (가산동 KM TOWER),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366785&tracseTme=1&trainstCstmrId=500020028075&crseTracseSe=C0061,,,"218,741,580","181,474,496","226,843,120",0,"181,474,496",0,0,0,0
AIG202200003667292,멀티잇 ChatGPT 활용 서비스개발(Python),AIG20220000366729,2,멀티캠퍼스,123,980,2022-07-04,2022-12-16,응용SW엔지니어링,20010202," 17,787,000 ",55,53,47,89%,89.6,서울 강남구,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366729&tracseTme=2&trainstCstmrId=500020039927&crseTracseSe=C0061,,,"835,989,000","754,168,800","942,711,000",0,"754,168,800",0,0,0,0
AIG202200003667291,멀티잇 ChatGPT 활용 서비스개발(Python),AIG20220000366729,1,멀티캠퍼스,123,980,2022-07-04,2022-12-16,응용SW엔지니어링,20010202," 17,787,000 ",55,50,48,96%,89.6,서울 강남구,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366729&tracseTme=1&trainstCstmrId=500020039927&crseTracseSe=C0061,,,"853,776,000","711,480,000","889,350,000",0,"711,480,000",0,0,0,0
AIG202200003667293,멀티잇 ChatGPT 활용 서비스개발(Python),AIG20220000366729,3,멀티캠퍼스,123,980,2022-07-04,2022-12-16,응용SW엔지니어링,20010202," 17,787,000 ",55,49,39,80%,89.6,서울 강남구,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366729&tracseTme=3&trainstCstmrId=500020039927&crseTracseSe=C0061,,,"693,693,000","697,250,400","871,563,000",0,"697,250,400",0,0,0,0
AIG202200003668541,빅데이터 기반 지능형SW 및 MLOps 개발자 양성과정,AIG20220000366854,1,플레이데이터평생교육원,121,960,2022-07-04,2022-12-23,빅데이터분석,20010105," 9,140,160 ",30,27,26,96%,75.9,서울 서초구,서울특별시 서초구 효령로 335 (서초동 대호프레조빌),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366854&tracseTme=1&trainstCstmrId=500020011379&crseTracseSe=C0061,,,"237,644,160","197,427,456","246,784,320",0,"197,427,456",0,0,0,0
AIG2021000031441110,자율주행을 위한 IoT·Bigdata·AI 기술융합 개발자 양성 과정,AIG20210000314411,10,플레이데이터평생교육원,120,960,2022-07-04,2023-01-06,임베디드SW엔지니어링,20010203," 8,221,440 ",30,20,17,85%,81.4,서울 서초구,서울특별시 서초구 효령로 335 (서초동 대호프레조빌),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000314411&tracseTme=10&trainstCstmrId=500020011379&crseTracseSe=C0061,,,"139,764,480","131,543,040","164,428,800",0,"127,322,408","4,220,632",0,0,0
AIG202200003668041,데이터 처리 기반 풀스택 개발자 과정,AIG20220000366804,1,한국ICT인재개발원 성수센터,120,960,2022-07-05,2022-12-26,응용SW엔지니어링,20010202," 8,221,440 ",25,11,10,91%,89.5,서울 성동구,서울특별시 성동구 성수동2가 아차산로 113(삼진빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366804&tracseTme=1&trainstCstmrId=500020048633&crseTracseSe=C0061,,,"82,214,400","72,348,672","90,435,840",0,"72,348,672",0,0,0,0
AIG202200003668571,인공지능 융합서비스 개발자 과정,AIG20220000366857,1,스마트인재개발원,123,960,2022-07-05,2022-12-23,응용SW엔지니어링,20010202," 8,221,440 ",25,25,20,80%,82.9,광주 동구,광주광역시 동구 금남로3가 중앙로 196,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366857&tracseTme=1&trainstCstmrId=500020018488&crseTracseSe=C0061,,,"164,428,800","164,428,800","205,536,000",0,"164,428,800",0,0,0,0
AIG202100003135855,"빅데이터분석(파이썬, 자바)기반 AI(머신러닝,딥러닝) & RPA 솔루션 개발",AIG20210000313585,5,더조은컴퓨터학원,125,1000,2022-07-06,2023-01-04,응용SW엔지니어링,20010202," 8,564,000 ",25,16,14,88%,74.7,서울 구로구,서울특별시 구로구 디지털로 306 (구로동 대륭포스트타워2차),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000313585&tracseTme=5&trainstCstmrId=500020061827&crseTracseSe=C0061,,,"119,896,000","109,619,200","137,024,000",0,"107,223,152","2,396,048",0,0,0
AIG202100003285576,블록체인 개발자 양성 부트캠프,AIG20210000328557,6,주식회사코드스테이츠,110,880,2022-07-06,2022-12-13,블록체인구축·운영,20010802," 15,972,000 ",45,43,38,88%,85.5,서울 강남구,서울특별시 강남구 테헤란로 415 (삼성동 L7 HOTELS 강남타워),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328557&tracseTme=6&trainstCstmrId=500038435553&crseTracseSe=C0061,,,"606,936,000","549,436,800","686,796,000",0,"549,436,800",0,0,0,0
AIG202200003667071,영상지능 기반 AI 전문가 양성,AIG20220000366707,1,두드림컴퓨터아카데미,113,900,2022-07-06,2022-12-16,응용SW엔지니어링,20010202," 7,707,600 ",24,24,22,92%,80.1,경기 용인시 기흥구,경기도 용인시 기흥구 신구로12번길 32 (신갈동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366707&tracseTme=1&trainstCstmrId=500033915491&crseTracseSe=C0061,,,"169,567,200","147,985,920","184,982,400",0,"147,985,920",0,0,0,0
AIG202200003668173,실무 프로젝트 기반 빅데이터 서비스 솔루션 개발자 양성과정,AIG20220000366817,3,쌍용강북교육센터,140,1120,2022-07-06,2023-01-27,응용SW엔지니어링,20010202," 9,591,680 ",20,20,20,100%,98.9,서울 마포구,서울특별시 마포구 월드컵북로 21 (서교동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366817&tracseTme=3&trainstCstmrId=500020059609&crseTracseSe=C0061,,,"191,833,600","153,466,880","191,833,600",0,"133,352,289","20,114,591",0,0,0
AIG202100003288397,클라우드 네이티브 엔지니어링 개발자 과정,AIG20210000328839,7,주식회사구름,83,640,2022-07-08,2022-11-02,인프라스트럭쳐아키텍처구축,20010213," 11,616,000 ",50,13,10,77%,78.4,경기 성남시 분당구,경기도 성남시 분당구 판교로 242 (삼평동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328839&tracseTme=7&trainstCstmrId=500039727504&crseTracseSe=C0061,,,"116,160,000","120,806,400","151,008,000",0,"120,806,400",0,0,0,0
AIG202100003288736,인공지능 및 대규모 언어 모델(LLM) 기반 엔지니어링 개발자 과정,AIG20210000328873,6,주식회사구름,80,640,2022-07-08,2022-11-03,인공지능모델링,20010703," 11,616,000 ",50,22,16,73%,83.4,경기 성남시 분당구,경기도 성남시 분당구 판교로 242 (삼평동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328873&tracseTme=6&trainstCstmrId=500039727504&crseTracseSe=C0061,,,"185,856,000","204,441,600","255,552,000",0,"204,441,600",0,0,0,0
AIG202100003288398,클라우드 네이티브 엔지니어링 개발자 과정,AIG20210000328839,8,주식회사구름,83,640,2022-07-08,2022-11-02,인프라스트럭쳐아키텍처구축,20010213," 11,616,000 ",50,21,12,57%,78.4,경기 성남시 분당구,경기도 성남시 분당구 판교로 242 (삼평동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328839&tracseTme=8&trainstCstmrId=500039727504&crseTracseSe=C0061,,,"139,392,000","195,148,800","243,936,000",0,"195,148,800",0,0,0,0
AIG202100003288737,인공지능 및 대규모 언어 모델(LLM) 기반 엔지니어링 개발자 과정,AIG20210000328873,7,주식회사구름,80,640,2022-07-08,2022-11-03,인공지능모델링,20010703," 11,616,000 ",50,26,15,58%,83.4,경기 성남시 분당구,경기도 성남시 분당구 판교로 242 (삼평동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328873&tracseTme=7&trainstCstmrId=500039727504&crseTracseSe=C0061,,,"174,240,000","241,612,800","302,016,000",0,"241,612,800",0,0,0,0
AIG202100003289242,보건·바이오 AI활용 S/W 개발 및 응용 전문가 양성과정,AIG20210000328924,2,주식회사  하이테커,105,840,2022-07-11,2022-12-09,인공지능모델링,20010703," 7,178,640 ",25,18,18,100%,69.6,서울 성동구,서울특별시 성동구 상원12길 30,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328924&tracseTme=2&trainstCstmrId=500041100657&crseTracseSe=C0061,,,"129,215,520","103,372,416","129,215,520",0,"103,372,416",0,0,0,0
AIG202200003668542,빅데이터 기반 지능형SW 및 MLOps 개발자 양성과정,AIG20220000366854,2,플레이데이터평생교육원,121,960,2022-07-11,2022-12-29,빅데이터분석,20010105," 9,140,160 ",30,17,14,82%,75.9,서울 서초구,서울특별시 서초구 효령로 335 (서초동 대호프레조빌),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366854&tracseTme=2&trainstCstmrId=500020011379&crseTracseSe=C0061,,,"127,962,240","124,306,176","155,382,720",0,"124,306,176",0,0,0,0
AIG202100003136125,빅데이터 활용 인공지능 기반 개인화 서비스 구축 개발자 과정,AIG20210000313612,5,(주)솔데스크,120,960,2022-07-12,2023-01-19,빅데이터분석,20010105," 9,140,160 ",30,29,29,100%,90.9,서울 종로구,서울특별시 종로구 종로12길 15 (관철동 종로코아),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000313612&tracseTme=5&trainstCstmrId=500020026366&crseTracseSe=C0061,,,"265,064,640","212,051,712","265,064,640",0,"191,067,428","20,984,284",0,0,0
AIG202100003289683,유니티(Unity)기반 실감형콘텐츠(메타버스/VR/AR) 개발자 취업캠프,AIG20210000328968,3,부산더조은직업전문학교,123,980,2022-07-12,2023-01-31,증강현실(AR)콘텐츠제작,20020403," 7,755,720 ",20,13,9,69%,59.4,부산 부산진구,부산광역시 부산진구 신천대로50번길 79 (부전동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328968&tracseTme=3&trainstCstmrId=500020054508&crseTracseSe=C0061,,,"69,801,480","80,659,488","100,824,360",0,"68,402,409","12,257,079",0,0,0
AIG202200003668962,"프로젝트기반 프론트엔드(React,Vue) 웹&앱 SW개발자 양성과정",AIG20220000366896,2,강남 그린컴퓨터아카데미,122,970,2022-07-13,2023-01-05,응용SW엔지니어링,20010202," 8,307,080 ",30,28,26,93%,84,서울 강남구,서울특별시 강남구 역삼동 테헤란로5길 24,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366896&tracseTme=2&trainstCstmrId=500020046871&crseTracseSe=C0061,,,"215,984,080","186,078,592","232,598,240",0,"180,822,135","5,256,457",0,0,0
AIG202100003286612,AI기반 챗봇 및 OCR 개발 전문가 과정,AIG20210000328661,2,코리아IT아카데미,118,944,2022-07-13,2022-12-30,인공지능플랫폼구축,20010701," 8,067,420 ",35,22,20,91%,86.1,서울 강남구,서울특별시 강남구 테헤란로 146 (역삼동 현익빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328661&tracseTme=2&trainstCstmrId=500020038752&crseTracseSe=C0061,,,"161,348,400","141,986,592","177,483,240",0,"141,986,592",0,0,0,0
AIG202000002866585,인공지능 기반 디지털 전환 구현과정,AIG20200000286658,5,한경닷컴IT교육센터,126,997,2022-07-15,2023-01-13,응용SW엔지니어링,20010202," 17,134,440 ",18,10,9,90%,81.4,서울 영등포구,서울특별시 영등포구 양산로 53 (양평동3가 월드메르디앙비즈센터),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000286658&tracseTme=5&trainstCstmrId=500020045827&crseTracseSe=C0061,,,"154,209,960","137,075,520","171,344,400",0,"127,337,915","9,737,605",0,0,0
AIG202000002866899,리얼타임 엔진을 활용한 실감형 콘텐츠 개발자 양성 과정,AIG20200000286689,9,에티버스러닝평생교육원,110,880,2022-07-18,2022-12-23,응용SW엔지니어링,20010202," 11,297,440 ",24,24,16,67%,76.4,서울 강남구,서울특별시 강남구 학동로 171 (논현동 삼익악기 빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000286689&tracseTme=9&trainstCstmrId=500020034331&crseTracseSe=C0061,,,"180,759,040","216,910,848","271,138,560",0,"216,910,848",0,0,0,0
AIG202100003135805,클라우드 데브옵스(DevOps) 엔지니어 및 관리자 양성과정,AIG20210000313580,5,한국정보교육원(구.경원직업전문학교),120,960,2022-07-18,2023-01-11,IT시스템관리,20010301," 8,224,320 ",25,19,18,95%,91.9,서울 관악구,서울특별시 관악구 봉천로 227 (봉천동 보라매샤르망),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000313580&tracseTme=5&trainstCstmrId=500020031803&crseTracseSe=C0061,,,"148,037,760","125,009,664","156,262,080",0,"117,284,348","7,725,316",0,0,0
AIG2021000032903325,[삼성] 청년 SW 아카데미,AIG20210000329033,25,대한상공회의소,218,1600,2022-07-18,2023-06-09,응용SW엔지니어링,20010202," 29,040,000 ",30,22,22,100%,97,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000329033&tracseTme=25&trainstCstmrId=500037517077&crseTracseSe=C0061,삼성,멀티캠퍼스,"638,880,000","511,104,000","638,880,000",0,"261,022,532","250,081,468",0,0,0
AIG202000002865624,클라우드 기반 인공지능 시스템 구축 실무과정,AIG20200000286562,4,한국경영인증원,100,800,2022-07-18,2022-12-12,빅데이터분석,20010105," 10,545,600 ",24,10,8,80%,96.6,서울 영등포구,서울특별시 영등포구 경인로 775,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000286562&tracseTme=4&trainstCstmrId=500020043926&crseTracseSe=C0061,,,"84,364,800","84,364,800","105,456,000",0,"84,364,800",0,0,0,0
