훈련과정ID,회차,3개월 취업인원,3개월 취업률,6개월 취업인원,6개월 취업률,수료인원
AIG20240000498099,1,,B,,B,12
AIG20240000498183,3,,B,,B,6
AIG20240000459307,6,,B,,B,21
AIG20240000498089,4,2,8.0,,B,30
AIG20240000498342,5,,B,,B,39
AIG20240000459415,5,5,62.5,,B,10
AIG20230000455664,7,24,75.0,,B,36
AIG20240000501198,5,2,22.2,,B,10
AIG20230000412586,22,5,38.5,,B,16
AIG20240000498095,3,,B,,B,7
AIG20230000412804,8,,B,,B,18
AIG20240000459311,8,0,0.0,1,50.0,3
AIG20230000455653,10,16,31.4,,B,58
AIG20240000498072,8,5,19.2,,B,30
AIG20250000501694,2,4,44.4,,B,14
AIG20240000498159,4,10,38.5,,B,30
AIG20250000501364,3,,B,,B,35
AIG20250000501427,3,,B,,B,7
AIG20240000498066,7,,B,,B,21
AIG20240000498158,7,,B,,B,64
AIG20240000459059,9,2,20.0,,B,13
AIG20240000459039,3,,B,,B,10
AIG20250000501473,2,2,13.3,,B,17
AIG20240000498211,3,,B,,B,24
AIG20230000412750,16,,B,,B,10
AIG20230000455602,19,,B,,B,16
AIG20240000459157,7,,B,,B,12
AIG20240000459389,14,,B,,B,8
AIG20250000501362,1,0,0.0,1,50.0,2
AIG20230000412857,14,9,40.9,,B,23
AIG20240000459301,8,0,0.0,,B,14
AIG20240000498260,17,6,60.0,,B,10
AIG20230000412740,10,,B,,B,12
AIG20250000501341,2,3,12.0,,B,27
AIG20250000501373,2,10,66.7,,B,16
AIG20230000412569,5,7,77.8,,B,11
AIG20240000501222,2,2,12.5,,B,21
AIG20250000501454,1,,B,,B,22
AIG20240000459365,2,,B,,B,2
AIG20250000501743,1,,B,,B,17
AIG20240000498366,8,,B,,B,12
AIG20250000501722,1,3,42.9,,B,7
AIG20240000459319,3,4,66.7,,B,6
AIG20240000498108,8,5,26.3,,B,19
AIG20240000459422,38,,B,,B,6
AIG20240000459422,39,,B,,B,10
AIG20240000459422,40,,B,,B,11
AIG20240000459422,41,,B,,B,14
AIG20240000459422,42,,B,,B,9
AIG20240000459422,43,,B,,B,12
AIG20240000498079,4,,B,,B,12
AIG20230000455587,4,,B,,B,76
AIG20230000455590,4,,B,,B,45
AIG20250000501522,5,,B,,B,14
AIG20240000459258,5,,B,,B,12
AIG20240000459091,7,4,15.4,,B,30
AIG20240000459167,5,10,45.5,,B,25
AIG20230000455635,24,,B,,B,19
AIG20240000498126,6,,B,,B,5
AIG20240000498172,6,,B,,B,7
AIG20250000501370,2,,B,,B,12
AIG20240000459374,8,,B,,B,0
AIG20250000501645,2,,B,,B,13
AIG20250000501714,3,,B,,B,10
AIG20250000501733,3,6,23.1,,B,45
AIG20240000498108,9,,B,,B,16
AIG20230000455633,6,,B,,B,16
AIG20240000498335,4,,B,,B,30
AIG20250000541108,1,,B,,B,18
AIG20230000455744,9,,B,,B,0
AIG20240000498395,4,,B,,B,11
AIG20240000498362,4,,B,,B,20
AIG20250000501428,2,,B,,B,14
AIG20240000501230,3,,B,,B,20
AIG20250000501335,2,,B,,B,14
AIG20240000459185,5,2,40.0,,B,8
AIG20230000412699,8,5,22.7,,B,27
AIG20240000459427,4,7,50.0,,B,14
AIG20240000459441,4,25,96.2,,B,26
AIG20230000412705,9,,B,,B,7
AIG20250000501721,1,,B,,B,30
AIG20230000455611,8,,B,,B,8
AIG20240000459278,10,,B,,B,13
AIG20250000501462,1,,B,,B,9
AIG20250000501735,1,,B,,B,19
AIG20240000498290,2,,C,,C,0
AIG20230000412688,9,,B,,B,6
AIG20230000455588,8,,B,,B,14
AIG20230000412868,10,,B,,B,16
AIG20240000459307,8,,B,,B,12
AIG20230000455696,5,,B,,B,12
AIG20230000412842,6,,B,,B,18
AIG20240000501197,5,,B,,B,28
AIG20240000501226,2,,B,,B,23
AIG20230000455754,7,,B,,B,11
AIG20240000459434,17,3,17.6,,B,30
AIG20240000459434,18,2,16.7,,B,27
AIG20250000501341,3,2,9.5,,B,25
AIG20230000455593,13,4,23.5,,B,26
AIG20240000459336,3,,B,,B,29
AIG20240000501239,3,,B,,B,12
AIG20230000455661,3,,B,,B,21
AIG20240000459306,8,,B,,B,7
AIG20230000455460,12,,C,,C,0
AIG20240000498253,6,,B,,B,22
AIG20240000459286,4,,B,,B,6
AIG20240000459313,4,,B,,B,5
AIG20230000412834,6,,B,,B,20
AIG20240000459109,3,,B,,B,19
AIG20240000459111,3,,B,,B,16
AIG20240000459114,3,,B,,B,27
AIG20240000459115,3,,B,,B,25
AIG20240000498305,1,,B,,B,7
AIG20250000501724,3,,B,,B,19
AIG20250000501355,2,,B,,B,9
AIG20230000455791,11,,C,,C,0
AIG20230000412581,11,,C,,C,0
AIG20230000412766,20,,B,,B,21
AIG20230000412770,17,,B,,B,41
AIG20240000459323,5,0,0.0,0,0.0,7
AIG20240000459397,9,0,0.0,4,50.0,14
AIG20240000498204,5,0,0.0,5,38.5,16
AIG20240000501194,3,0,0.0,1,12.5,38
AIG20250000543140,1,0,0.0,0,0.0,6
AIG20250000501393,4,,B,,B,24
AIG20240000459108,9,4,36.4,,B,15
AIG20240000459062,4,2,9.5,,B,24
AIG20240000459412,7,,B,,B,40
AIG20250000501545,4,,B,,B,46
AIG20230000412641,13,8,32.0,,B,31
AIG20250000501527,2,1,11.1,,B,10
AIG20250000543125,1,7,70.0,,B,11
AIG20230000455595,14,7,35.0,,B,21
AIG20230000455656,11,17,22.4,,B,84
AIG20240000498343,3,,B,,B,21
AIG20230000455791,12,,C,,C,0
AIG20250000501447,2,,B,,B,10
AIG20240000498260,18,,B,,B,13
AIG20250000501387,1,,B,,B,15
AIG20230000455640,17,,B,,B,17
AIG20240000459012,4,,B,,B,21
AIG20240000459083,7,,B,,B,3
AIG20240000498084,5,,B,,B,9
AIG20230000412830,9,,B,,B,9
AIG20230000455714,9,,C,,C,0
AIG20250000501655,4,,B,,B,9
AIG20240000498058,9,,B,,B,9
AIG20240000459170,2,,B,,B,21
AIG20240000459099,4,,B,,B,40
AIG20230000412718,19,,B,,B,20
AIG20230000412868,11,,B,,B,2
AIG20240000459307,9,,B,,B,0
AIG20240000459132,6,0,0.0,1,11.1,10
AIG20250000543086,1,3,30.0,,B,10
AIG20250000501486,2,5,33.3,,B,19
AIG20230000455708,4,,C,,C,0
AIG20230000455593,14,4,40.0,,B,16
AIG20240000459209,10,4,28.6,,B,14
AIG20230000455791,13,,C,,C,0
AIG20240000498267,7,,B,,B,26
AIG20230000412694,6,,B,,B,12
AIG20230000412697,9,,B,,B,17
AIG20250000501775,1,,B,,B,13
AIG20240000459140,4,,B,,B,38
AIG20230000455732,5,,B,,B,25
AIG20240000501224,3,,B,,B,25
AIG20250000501762,1,,C,,C,0
AIG20230000412581,10,,C,,C,0
AIG20240000498178,4,,B,,B,50
AIG20250000501355,3,,B,,B,14
AIG20230000412815,17,,B,,B,20
AIG20230000412826,13,,B,,B,18
AIG20240000501250,2,,B,,B,8
AIG20240000501238,6,,B,,B,9
AIG20250000501484,2,,B,,B,29
AIG20250000501678,2,,B,,B,43
AIG20240000459042,6,,B,,B,8
AIG20230000455791,14,,C,,C,0
AIG20250000501719,3,,B,,B,37
AIG20230000412718,20,,B,,B,17
AIG20230000455791,15,,C,,C,0
AIG20230000412794,15,,B,,B,17
AIG20240000459381,4,,B,,B,30
AIG20240000459227,6,4,28.6,,B,15
AIG20240000459157,9,,B,,B,8
AIG20250000543108,1,0,0.0,6,42.9,27
AIG20250000543095,1,0,0.0,1,20.0,20
AIG20240000459108,10,0,0.0,0,0.0,18
AIG20250000501640,4,5,41.7,,B,13
AIG20240000501219,5,5,22.7,,B,31
AIG20230000412803,6,2,15.4,,B,13
AIG20230000412641,14,2,20.0,,B,12
AIG20230000412656,18,12,33.3,,B,39
AIG20230000455548,10,1,10.0,,B,10
AIG20230000455548,9,,C,,C,0
AIG20240000498342,6,1,50.0,,B,55
AIG20240000501213,3,10,38.5,,B,29
AIG20250000501341,4,10,52.6,,B,21
AIG20240000459368,6,,B,,B,20
AIG20240000498366,9,1,100.0,,B,39
AIG20230000455653,11,12,38.7,,B,47
AIG20230000412742,9,1,16.7,,B,7
AIG20230000455595,15,7,21.2,,B,35
AIG20250000501503,3,23,24.0,,B,108
AIG20250000501512,3,33,37.9,,B,102
AIG20240000498314,9,4,36.4,,B,12
AIG20250000501613,2,,B,,B,8
AIG20250000501515,3,,B,,B,6
AIG20230000455791,16,,C,,C,0
AIG20230000412718,21,,B,,B,22
AIG20240000498108,10,,B,,B,19
AIG20250000501559,2,,B,,B,6
AIG20240000459090,5,,C,,C,0
AIG20240000459204,7,,B,,B,10
AIG20250000501509,3,,B,,B,35
AIG20230000455749,6,,B,,B,8
AIG20240000459168,6,,B,,B,14
AIG20240000459426,6,,C,,C,0
AIG20240000498184,5,,B,,B,19
AIG20240000498184,6,,B,,B,24
AIG20240000498209,4,,B,,B,12
AIG20240000498265,5,,B,,B,21
AIG20240000501209,3,,B,,B,33
AIG20250000501757,1,,B,,B,29
AIG20230000455718,17,,B,,B,17
AIG20230000455720,19,,B,,B,14
AIG20230000455749,8,,B,,B,12
AIG20230000455753,14,,B,,B,47
AIG20240000459187,8,,B,,B,15
AIG20240000498172,7,,B,,B,6
AIG20240000498282,3,,C,,C,0
AIG20240000501214,3,,B,,B,20
AIG20250000501447,3,,C,,C,0
AIG20250000501638,1,,B,,B,17
AIG20240000498302,4,,B,,B,3
AIG20240000459168,5,,B,,B,6
AIG20240000459360,9,,B,,B,4
AIG20230000455728,5,,B,,B,18
AIG20250000501445,3,,B,,B,12
AIG20240000501204,3,,B,,B,14
AIG20240000459287,4,,C,,C,0
AIG20240000498340,3,,B,,B,9
AIG20240000498368,3,,B,,B,7
AIG20230000455749,7,,B,,B,17
AIG20250000501443,2,,B,,B,19
AIG20240000459262,3,,C,,C,0
AIG20240000459325,9,,B,,B,19
AIG20240000459328,8,,B,,B,20
AIG20240000459325,8,,B,,B,13
AIG20240000498069,4,,B,,B,15
AIG20250000501415,1,,B,,B,5
AIG20230000455604,6,,B,,B,15
AIG20240000459298,4,,B,,B,11
AIG20240000459315,9,,B,,B,13
AIG20240000459317,9,,B,,B,9
AIG20240000459322,9,,B,,B,11
AIG20240000459356,9,,B,,B,3
AIG20240000459357,9,,B,,B,15
AIG20240000459358,9,,B,,B,11
AIG20240000498073,3,,B,,B,8
AIG20230000412740,11,,B,,B,3
AIG20230000455754,11,,C,,C,0
AIG20240000459293,6,,B,,B,21
AIG20230000455622,4,,B,,B,20
AIG20250000501460,7,,B,,B,17
AIG20230000412667,12,,B,,B,10
AIG20240000459119,3,,B,,B,9
AIG20240000459214,5,,B,,B,10
AIG20240000498278,7,,B,,B,15
AIG20250000501622,1,,B,,B,8
AIG20250000501522,6,,B,,B,24
AIG20230000455604,7,,B,,B,12
AIG20240000459042,8,,B,,B,13
AIG20250000543077,1,,B,,B,11
AIG20250000543107,1,0,0.0,5,50.0,27
AIG20240000498106,8,1,50.0,,B,4
AIG20230000455746,10,6,20.0,,B,35
AIG20250000501596,1,3,60.0,,B,8
AIG20230000455708,3,,C,,C,0
AIG20230000455719,16,5,17.9,,B,44
AIG20230000455675,6,5,83.3,,B,6
AIG20240000498072,9,13,37.1,,B,36
AIG20240000459195,4,,D,,B,6
AIG20230000455779,5,,B,,B,21
AIG20230000455791,17,,C,,C,0
AIG20240000498095,4,,B,,B,9
AIG20240000498108,11,,B,,B,8
AIG20240000498402,5,,B,,B,9
AIG20230000455748,10,,B,,B,28
AIG20240000459133,4,,B,,B,6
AIG20240000459234,4,,B,,B,16
AIG20250000501734,1,,B,,B,7
AIG20230000412881,6,,B,,B,32
AIG20230000412883,6,,B,,B,23
AIG20230000412885,6,,B,,B,25
AIG20230000412586,23,,B,,B,24
AIG20240000459065,9,,C,,C,0
AIG20240000459068,25,,B,,B,28
AIG20240000459138,13,,B,,B,34
AIG20240000459138,14,,B,,B,27
AIG20240000459138,15,,B,,B,22
AIG20240000459138,16,,B,,B,17
AIG20230000455615,12,,C,,C,0
AIG20230000412847,7,,C,,C,0
AIG20230000455784,31,,B,,B,18
AIG20240000459068,24,,B,,B,28
AIG20240000459268,9,,B,,B,19
AIG20240000459259,7,,B,,B,44
AIG20250000501645,3,,B,,B,16
AIG20230000412712,16,,C,,C,0
AIG20240000498288,5,,B,,B,47
AIG20230000455635,25,,B,,B,24
AIG20240000459168,7,,B,,B,8
AIG20240000459333,4,,B,,B,17
AIG20250000501364,4,,B,,B,44
AIG20230000412832,17,,B,,B,0
AIG20240000498395,5,,B,,B,17
AIG20250000501481,4,,B,,B,6
AIG20230000455602,20,,B,,B,22
AIG20250000501355,4,,B,,B,11
AIG20250000501427,4,,B,,B,11
AIG20250000501529,3,,B,,B,11
AIG20250000501392,2,,B,,B,18
AIG20250000501476,1,,B,,B,24
AIG20230000455573,11,,C,,C,0
AIG20240000459084,3,,B,,B,5
AIG20240000498198,3,,B,,B,5
AIG20230000455754,40,,C,,C,0
AIG20240000459302,13,,B,,B,50
AIG20240000498142,10,,B,,B,27
AIG20240000498142,9,,B,,B,18
AIG20250000501781,3,,B,,B,21
AIG20240000498115,8,,B,,B,15
AIG20240000498115,9,,B,,B,19
AIG20240000459389,15,,B,,B,8
AIG20250000501529,2,,B,,B,12
AIG20240000498331,3,,B,,B,11
AIG20240000498183,4,,B,,B,12
AIG20240000459042,9,,B,,B,15
AIG20250000501370,3,,B,,B,0
AIG20250000543151,1,,B,,B,0
AIG20250000543143,1,0,0.0,,B,16
AIG20240000498248,6,3,30.0,,B,14
AIG20240000459311,9,,C,,C,0
AIG20240000498248,7,12,66.7,,B,21
AIG20250000501479,1,1,33.3,,B,5
AIG20240000459166,8,,B,,B,13
AIG20230000412755,16,,B,,B,8
AIG20240000459044,2,,B,,B,3
AIG20230000455630,8,,B,,B,6
AIG20240000459278,12,,B,,B,6
AIG20230000412866,13,,C,,C,0
AIG20230000455597,3,,C,,C,0
AIG20230000455734,8,,B,,B,10
AIG20240000459153,9,,B,,B,8
AIG20240000459301,12,,B,,B,15
AIG20240000498122,1,,C,,C,0
AIG20230000455731,9,,B,,B,23
AIG20250000501754,2,,B,,B,13
AIG20230000455687,12,,B,,B,8
AIG20250000543149,1,,B,,B,22
AIG20230000455623,5,,B,,B,27
AIG20250000501516,1,,B,,B,12
AIG20230000455673,3,,B,,B,4
AIG20240000498276,3,,B,,B,10
AIG20250000501456,3,,B,,B,19
AIG20240000501236,4,,B,,B,12
AIG20250000501520,2,,B,,B,10
AIG20240000498245,3,,B,,B,5
AIG20240000498374,5,,B,,B,36
AIG20250000501657,2,,B,,B,19
AIG20250000501533,1,,B,,B,0
AIG20250000501576,1,,B,,B,7
AIG20230000412581,9,,C,,C,0
AIG20240000459374,9,,B,,B,14
AIG20230000412871,6,,C,,C,0
AIG20230000455658,3,,B,,B,11
AIG20230000455754,41,,C,,C,0
AIG20230000412736,7,,B,,B,18
AIG20250000501703,1,,B,,B,4
AIG20240000501186,3,17,23.6,,B,94
AIG20240000459132,7,6,54.5,,B,12
AIG20240000501200,10,,B,,B,27
AIG20240000501200,8,,B,,B,23
AIG20240000501200,9,,B,,B,29
AIG20250000501572,4,,B,,B,26
AIG20240000459107,3,,B,,B,23
AIG20240000459107,4,,B,,B,19
AIG20250000501352,6,,C,,C,0
AIG20240000498088,9,6,27.3,,B,23
AIG20240000459077,5,,B,,B,16
AIG20240000459311,10,0,0.0,,B,3
AIG20240000459142,7,,B,,B,25
AIG20240000459403,2,,C,,C,0
AIG20240000501225,2,,B,,B,14
AIG20240000459234,5,,B,,B,15
AIG20240000498350,4,,B,,B,31
AIG20240000459403,3,,C,,C,0
AIG20240000498380,2,,B,,B,14
AIG20250000501436,2,,B,,B,27
AIG20240000459068,26,,B,,B,24
AIG20240000498223,17,2,40.0,,B,6
AIG20240000459351,5,,B,,B,32
AIG20240000459310,9,,B,,B,45
AIG20240000459242,4,,B,,B,19
AIG20240000501254,3,,B,,B,43
AIG20250000501639,4,2,33.3,,B,7
AIG20240000459368,7,,B,,B,15
AIG20240000498101,4,,B,,B,9
AIG20250000501352,5,,B,,B,14
AIG20250000501447,5,,B,,B,10
AIG20240000459189,7,5,23.8,,B,29
AIG20240000498342,7,,B,,B,30
AIG20240000459091,9,,B,,B,29
AIG20240000459390,11,,B,,B,58
AIG20240000459267,8,,B,,B,24
AIG20240000459019,7,,B,,B,4
AIG20240000459019,8,,B,,B,2
AIG20240000498123,7,,B,,B,23
AIG20240000459125,6,,B,,B,26
AIG20240000459157,8,,C,,C,0
AIG20240000498182,5,,B,,B,13
AIG20250000501733,4,7,29.2,,B,43
AIG20240000459210,6,,B,,B,15
AIG20240000459302,14,,B,,B,1
AIG20240000459095,5,,B,,B,24
AIG20240000498353,6,2,40.0,,B,5
AIG20250000543139,1,4,28.6,,B,14
AIG20240000459408,8,,B,,B,50
AIG20250000543150,1,,B,,B,19
AIG20250000501655,5,,B,,B,9
AIG20240000498160,5,,C,,C,0
AIG20240000498389,5,,B,,B,57
AIG20240000458999,5,,B,,B,18
AIG20240000501257,6,,B,,B,24
AIG20240000459068,27,,B,,B,18
AIG20240000459409,4,,B,,B,6
AIG20250000501400,3,,B,,B,20
AIG20250000501364,5,,B,,B,49
AIG20240000459143,8,,B,,B,22
AIG20250000501724,4,,B,,B,5
AIG20240000459283,12,,B,,B,1
AIG20240000498066,8,,B,,B,1
AIG20240000498115,10,,B,,B,0
AIG20240000498142,11,,B,,B,0
AIG20240000459434,19,6,30.0,,B,26
AIG20240000459434,20,6,35.3,,B,20
AIG20240000459104,6,17,27.4,,B,72
AIG20240000459185,6,,B,,B,11
AIG20250000501379,2,,B,,B,16
AIG20240000459236,4,,B,,B,23
AIG20240000498108,12,,B,,B,7
AIG20240000498084,6,,B,,B,14
AIG20240000459366,7,,B,,B,1
AIG20240000459422,44,,B,,B,16
AIG20240000459422,45,,B,,B,13
AIG20240000459422,46,,B,,B,15
AIG20240000459422,47,,B,,B,17
AIG20240000459422,48,,B,,B,19
AIG20240000459422,49,,B,,B,9
AIG20250000543105,2,,B,,B,13
AIG20240000459167,6,,B,,B,22
AIG20250000501374,2,6,50.0,,B,12
AIG20240000498209,5,,B,,B,13
AIG20250000543105,3,,B,,B,9
AIG20250000501355,5,,B,,B,4
AIG20240000498223,18,,C,,C,0
AIG20250000501719,4,,B,,B,17
AIG20240000458996,3,,B,,B,16
AIG20240000458997,3,,B,,B,12
AIG20240000459335,13,9,25.7,,B,39
AIG20250000501694,3,,B,,B,14
AIG20240000498128,5,,B,,B,9
AIG20240000459059,10,,B,,B,12
AIG20240000498248,9,6,46.2,,B,14
AIG20240000501191,10,9,42.9,,B,22
AIG20240000501191,11,7,35.0,,B,20
AIG20240000501191,12,11,52.4,,B,21
AIG20250000501663,2,,B,,B,13
AIG20240000459368,8,,B,,B,8
AIG20250000501512,4,,B,,B,78
AIG20250000543071,2,,B,,B,17
AIG20240000501251,3,,B,,B,0
AIG20240000501252,3,,B,,B,0
AIG20240000498267,8,,B,,B,25
AIG20240000498303,5,,B,,B,15
AIG20250000543105,4,,B,,B,17
AIG20250000501602,3,,B,,B,11
AIG20250000501602,4,,B,,B,28
AIG20250000501387,2,,B,,B,20
AIG20240000498374,6,,B,,B,24
AIG20240000498141,3,,B,,B,0
AIG20240000498342,8,,B,,B,18
AIG20250000501686,2,,B,,B,9
AIG20240000459209,11,,B,,B,14
AIG20240000498253,7,,B,,B,26
AIG20240000498260,19,,B,,B,11
AIG20240000498172,8,,C,,C,0
AIG20240000459286,5,,C,,C,0
AIG20240000459313,5,,C,,C,0
AIG20240000501238,7,,B,,B,1
AIG20240000459292,11,,C,,C,0
AIG20240000459311,11,1,25.0,,B,7
AIG20240000501198,6,,B,,B,22
AIG20250000543105,5,,B,,B,16
AIG20250000501586,2,,B,,B,18
AIG20240000459118,4,,B,,B,0
AIG20250000501715,2,,C,,C,0
AIG20240000498072,10,,B,,B,46
AIG20240000459179,4,,B,,B,16
AIG20240000459068,28,,B,,B,15
AIG20240000459133,5,,B,,B,10
AIG20240000501236,5,,B,,B,0
AIG20240000459410,2,,B,,B,0
AIG20240000459279,6,,B,,B,50
AIG20250000501473,3,,B,,B,10
AIG20240000501258,11,,B,,B,23
AIG20240000501258,12,,B,,B,25
AIG20240000501258,13,,B,,B,17
AIG20240000498184,7,,B,,B,0
AIG20240000501230,4,,B,,B,1
AIG20240000498288,6,,B,,B,1
AIG20250000501779,5,6,30.0,,B,21
AIG20250000501694,4,,B,,B,31
AIG20240000459022,21,,B,,B,0
AIG20240000459022,22,,B,,B,1
AIG20240000459022,23,,B,,B,0
AIG20240000459022,24,,B,,B,0
AIG20240000459022,25,,B,,B,0
AIG20240000459022,26,,B,,B,0
AIG20240000459022,27,,B,,B,0
AIG20240000459022,28,,B,,B,0
AIG20240000459022,29,,B,,B,1
AIG20240000459022,30,,B,,B,0
AIG20240000459267,9,,B,,B,9
AIG20240000459268,10,,B,,B,18
AIG20250000501572,5,,B,,B,1
AIG20240000498123,8,,B,,B,23
AIG20250000501373,3,,B,,B,0
AIG20240000459412,8,,B,,B,64
AIG20240000498261,4,,B,,B,74
AIG20250000501503,4,,B,,B,122
AIG20240000498156,6,,B,,B,60
AIG20240000498159,5,,B,,B,46
AIG20250000501515,4,,B,,B,11
AIG20240000498108,13,,B,,B,17
AIG20250000501725,2,,B,,B,20
AIG20250000501725,3,,B,,B,12
AIG20250000501746,2,,B,,B,28
AIG20250000501559,3,,B,,B,7
AIG20250000501509,4,,B,,B,46
AIG20250000501445,4,,B,,B,1
AIG20240000498389,6,,B,,B,44
AIG20240000498384,4,,B,,B,66
AIG20250000501686,3,,B,,B,27
AIG20250000501733,5,,B,,B,49
AIG20240000459209,12,,B,,B,12
AIG20240000498260,20,,B,,B,0
AIG20240000459066,13,8,44.4,,B,20
AIG20240000459086,9,4,36.4,,B,13
AIG20240000459108,11,11,55.0,,B,26
AIG20240000459408,9,,B,,B,46
AIG20250000501715,3,,B,,B,28
AIG20240000498289,4,,B,,B,17
AIG20250000501393,5,,B,,B,22
AIG20240000459303,4,10,66.7,,B,18
AIG20250000501436,3,,B,,B,19
AIG20240000459189,8,10,35.7,,B,30
AIG20240000498225,11,14,50.0,,B,33
AIG20240000498248,10,3,42.9,,B,10
AIG20240000498244,6,,B,,B,14
AIG20240000498101,5,,B,,B,17
AIG20250000543125,2,,B,,B,12
AIG20240000459254,7,,B,,B,2
AIG20240000459254,8,,B,,B,0
AIG20250000501545,5,,B,,B,41
AIG20240000459091,10,,B,,B,48
AIG20240000459209,13,,B,,B,1
AIG20240000459368,9,,B,,B,15
AIG20250000501694,5,,B,,B,18
AIG20240000498090,6,4,36.4,,B,12
AIG20250000501341,5,,B,,B,24
AIG20240000498342,9,,B,,B,27
AIG20250000501479,2,,B,,B,5
AIG20250000543075,2,,B,,B,48
AIG20240000459229,5,,B,,B,33
AIG20240000459104,7,,B,,B,41
AIG20240000498314,11,,B,,B,12
AIG20240000459097,13,,B,,B,39
AIG20250000501341,6,,B,,B,25
AIG20240000459183,5,,B,,B,4
AIG20240000459434,21,,B,,B,26
AIG20240000459415,6,,B,,B,28
AIG20240000498072,11,,B,,B,2
AIG20250000501639,6,,B,,B,10
AIG20240000459412,9,,B,,B,71
AIG20250000501545,6,,B,,B,26
AIG20240000459108,12,,B,,B,1
AIG20240000459335,14,,B,,B,17
AIG20250000501733,6,,B,,B,39
AIG20250000501640,6,,B,,B,17
AIG20240000498342,10,,B,,B,24
AIG20240000459368,10,,B,,B,0
AIG20240000498384,5,,B,,B,38
AIG20250000501374,3,,B,,B,16
AIG20250000543145,2,,B,,B,3
AIG20240000459189,9,,B,,B,29
AIG20250000501486,3,,B,,B,17
AIG20240000501213,4,,B,,B,2
AIG20240000498248,11,,B,,B,10
AIG20240000459311,12,,B,,B,17
AIG20240000501191,13,,B,,B,20
AIG20240000501191,14,,B,,B,15
AIG20240000501191,15,,B,,B,14
AIG20240000459408,10,,B,,B,59
AIG20240000459066,14,,B,,B,13
AIG20240000459009,5,,B,,B,21
AIG20240000459086,10,,B,,B,10
AIG20250000501640,7,,B,,B,9
AIG20240000498248,12,,B,,B,13
AIG20240000498389,7,,B,,B,0
AIG20250000501779,6,,B,,B,15
AIG20240000501219,6,,C,,C,0
AIG20240000459108,13,,B,,B,0
AIG20240000498225,12,,B,,B,23
AIG20240000498223,20,,B,,B,9
AIG20260000581141,1,,B,,B,0
AIG20250000543108,2,,B,,B,32
AIG20250000543107,2,,B,,B,30
AIG20250000501639,7,,B,,B,17
AIG20240000501192,12,,B,,B,0
AIG20240000459062,5,,B,,B,22
AIG20260000581159,1,,B,,B,0
AIG20240000459397,10,,B,,B,0
AIG20240000459132,8,,B,,B,5
AIG20250000501715,4,,B,,B,4
AIG20260000581162,1,,B,,B,0
AIG20240000459303,5,,B,,B,0
AIG20240000459189,10,,B,,B,31
AIG20240000459335,15,,B,,B,0
AIG20260000581163,1,,B,,B,0
AIG20250000501640,8,,B,,B,7
AIG20240000498248,13,,B,,B,7
AIG20250000501479,3,,B,,B,4
AIG20250000543140,2,,B,,B,0
AIG20250000543145,3,,B,,B,0
AIG20240000498244,7,,B,,B,12
AIG20240000459108,14,,B,,B,0
AIG20250000501779,7,,B,,B,0
AIG20240000498258,6,,B,,B,0
